,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed
464,464,PRABOWO selalu di hati sang patriot,Nabil,positif,,,prabowo hati sang patriot
465,465,"Ahh disini banyak busernya bayarab  anis, kalau anis ga jadi presiden ya emang ga ada yg milih 🤣🤣",Dedian Kharisma,,,negatif,ahh busernya bayarab anis  anis ga presiden ya emang ga yg milih 
466,466,dari ketiga bacapres..saya lebih condong ke anies basweda...cara bicara nya lebih adem dan mudah difahami visi dan misi nya...semoga menang ya..aaamiiiinnn,Devi Novita,,,positif,tiga bacapres  condong anies basweda  bicara nya adem mudah difahami visi misi nya  moga menang ya  aaamiiiinnn
467,467,"Pendukung pak anis banyak yah di sini,hebat....tp knp hati sy ko tetep pilih bpk ganjar...,krn apa yg di sampaikan bpk ganjar itu realistis  dan saya rakyat biasa pun dpt memahami...dan bpk ganjar itu org nya konsisten..",kastok nglonder,,positif,,dukung anis yah  hebat  tp knp hati sy ko tetep pilih bpk ganjar   krn yg bpk ganjar realistis rakyat dpt paham  bpk ganjar org nya konsisten 
468,468,Pak Prabowo lebih lucu dan imut daripada Pandji,nemovictim,positif,,,pak prabowo lucu imut pandji
469,469,"Serem oii pak Prabowo
Bagus sihh, tapi w bayangin klo pak Prabowo didemo kira2 mahasiswa/buruh2 bakal gmn yaa nasibnya 🙀🙀",Iqbal Rusdianto,netral,,,rem oii prabowo bagus sihh  w bayangin klo prabowo demo mahasiswa buruh gmn yaa nasib 
470,470,Pecinta sepaak bola aanti ganjar tahi pranowo,Kakek Sugiono,,negatif,,cinta sepaak bola aanti ganjar tahi pranowo
471,471,Pak prabowo ❤❤❤❤❤,Jaka Tingkir,positif,,,pak prabowo 
472,472,JUJUR ANIS KEREN CERDAS,DARA Wanby,,,positif,jujur anis keren cerdas
473,473,Semoga 2024 anies yang menang🙌,Jhoking Al-Amin,,,positif,moga anies menang
474,474,"Prabowo paling tuluss, spontan tanpa banyak kata2 hiperbola",Robet Musa,positif,,,prabowo tuluss  spontan hiperbola
475,475,Ganjar malah curhat,Rostersuper Purwakarta,,negatif,,ganjar curhat
476,476,paparan pak ganjar tentang ide dan gagasan tertutupi dengan banyaknya klarifikasi,Rahmatsyah Latif,,negatif,,papar ganjar ide gagas tutup banyak klarifikasi
477,477,"Biar penonton yg menilai.

Anies konseptor handal, sukses terus anies baswedan, anda pantas memimpin Indonesia.",Ihsan Lordardmore,,,positif,biar tonton yg nilai  anies konseptor handal  sukses anies baswedan  pimpin indonesia 
478,478,Gagasan Pak Anies tetap ter the best.,Hodray Music,,,positif,gagas pak anies ter the best 
479,479,Prabowo gagasanya sudah clear banget. Dia udah merasakan bagaimana china menopoli Indonesia,Freya Fun Video,positif,,,prabowo gagasanya clear banget  dia udah rasa china menopoli indonesia
480,480,Pak Ganjar yes ❤ yes ❤ yes ❤,sinta hia,,positif,,pak ganjar yes  yes  yes 
481,481,Awalnya ga peduli.. Tapi pas liat pak anis bernarasi beliau keren sih...,Nofri Ario Diansi,,,positif,awal ga peduli  tapi pas liat anis narasi beliau keren sih 
482,482,harusnya anies presiden. prabowo wakilnyaa. baru mantap,Zaki Fathudin,positif,,positif,anies presiden  prabowo wakilnyaa  mantap
483,483,Pemenangnya pk ganjar,maryani maryani,,positif,,menang pk ganjar
484,484,"Sebenarnya pak prabowo sedang menyindir tentang politik uang. 5:25:00
Bukan beliau setuju dengan politik uang.... mba nana kurang nangkepp. 😅",Remaja Petualang,positif,,,benar prabowo sindir politik uang    bukan beliau tuju politik uang  mba nana nangkepp  
485,485,Pak prabowo.💪💪💪💪. Presiden 2024.,Bor,positif,,,pak prabowo  presiden 
486,486,"Setelah mendengar ganjar dan Anies,  ternyats Anies benar2 sangat layak jd Presiden 2024",Kartia Ningsih,,netral,positif,telah dengar ganjar anies  ternyats anies layak jd presiden
487,487,KOMEN KOK PAK ANEIS SEMUA PDHL PAK ANIS DATANG PALING SEPI YANG MENYAMBUT,Elka Epin,,,negatif,komen kok pak aneis semua pdhl pak anis datang paling sepi yang sambut
488,488,Pak ganjar ky homelander,memelord70,,netral,,pak ganjar ky homelander
489,489,Terbaca strategi lawan : Adu domba dan cerai beraikan Pa Joko Widodo dan Ibu Mega dan PDIP dan Pa Ganjar dan Relawan Joko Widodo dan PSI dan Keluarga Pa Joko Widodo dan relawan Joko Widodo. Lalu setelah mereka menang akan meninggalkan Pa Joko Widodo dan PDIP dan ibu Mega dan Relawan dan PSI dan Keluarga Joko Widodo. Cendana dan Ormas Terlarang akan kembali dan kesempatan menjadi negara besar akan gagal. Asing tidak ingin Indonesia Indonesia jadi negara besar. Demi NKRI saya mohon PDIP dan ibu Mega dan PSI dan Pa Jokowi dan keluarga dan Pa Ganjar dan seluruh relawan bersatu. Kita tidak ingin ormas terlarang dihidupkan kembali.Syukron❤️❤️🙏🙏,Sentono Gunawan,,netral,,baca strategi lawan  adu domba cerai rai pa joko widodo ibu mega pdip pa ganjar rawan joko widodo psi keluarga pa joko widodo rawan joko widodo  lalu menang tinggal pa joko widodo pdip mega rawan psi keluarga joko widodo  cendana ormas larang sempat negara gagal  asing indonesia indonesia negara  demi nkri mohon pdip mega psi pa jokowi keluarga pa ganjar rawan satu  kita ormas larang hidup kembali syukron
490,490,Mantap ganjar. Klo di tanya di jawab bukan nanya balik lagi😅😂 seakan akan g ngerti sama pertanyaannya. Keren ganjar,Alvin Zaikander,,positif,,mantap ganjar  klo nanya lagi akan g ngerti tanya  keren ganjar
491,491,Ya Allah ya rabb semoga Pak Prabowo Subianto terpilih menjadi Presiden 2024 - 2029 akan menjadi penyelamat rakyat dapat memakmurkan rakyat miskin menjadi sejahtera hingga tingkat kriminalitas akan menurun 🙏🇮🇩,Budi Hartawan,netral,,,ya allah ya rabb moga pak prabowo subianto pilih presiden - selamat rakyat makmur rakyat miskin sejahtera tingkat kriminalitas turun 
492,492,"menit ke 1.17.35 dan saya menangis terisak...saat pak Anies menyampaikan, anak anak yg bukan dari keluarga miskin, tidak dapat kuliah, karena gaji UMP org tuanya ga cukup utk membiayai.
perlu perhatian bagi keluarga yg ditengah-tengah (bukan yg miskin)

ini yang saya alami waktu saya membiayai anak kuliah, tahun 2009
saat itu saya bekerja dengan gaji UMK +10%
untuk bisa membiayai kuliah anak, saya harus bekerja 4 tempat , pagi sampai malam.
Ya benar pak..kami kalangan yang tidak pernah dipikirkan dan tidak pernah mendapat bantuan karena dianggap punya pekerjaan.

padahal...untuk kebutuhan dasar saja, kami harus berjuang sangat keras.

sementara banyak para petinggi yang melakukan pencitraan dengan memberikan bantuan kepada hanyaa masyarakat miskin.
sehingga saat ini banyak rakyat Indonesia yg mempertahankan status miskinnya, agar dapat bantuan terus.

terimakasih Pak Anis, mudahan bisa direalisasikan prinsip keadilan ini.",amelda,,,positif,menit  menang isak  anies  anak anak yg keluarga miskin  kuliah  gaji ump org tua ga utk biaya  perhati keluarga yg tengah  yg miskin  alami biaya anak kuliah  gaji umk   biaya kuliah anak   pagi malam  ya  kalang pikir bantu anggap kerja   butuh dasar  juang keras  petinggi citra bantu hanyaa masyarakat miskin  rakyat indonesia yg tahan status miskin  bantu  terimakasih pak anis  mudah realisasi prinsip adil 
493,493,"Dari cerita dan gagasan dari para calon presiden ini kita bisa mengetahui dan menilai, bagaimana kesiapan dalam memimpin negara ini dilihat dari pengalaman, dan dari bukti dari kepemimpinan sebelumnya seperti , Pak Anies menjadi gunernur DKI Jakarta dalam pembangunan sumur resapan, penyelenggaraan Formula E hingga kebijakan terkait reklamasi. Pak Ganjar yang membuat integritas dan kualitas pelayanan publik menjadi baik, dan Pak Prabowo membuat gebrakan dengan menyekolahkan para taruna muda TNI tiga matra ke Amerika Serikat (AS). Selain itu, beberapa alutsista yang didatangkan Prabowo memperkuat lini pertahanan Indonesia. Saya berharap dari semua kandidat yang ada, siapapun yang terpilih semoga tidak ada korupsi besar yang merugikan masyarakat dan yang bisa memanusiakan manusia dalam hal keadilan, hak dan asasi manusia.",Leo Yohan Ananta,positif,positif,positif,dari cerita gagas calon presiden nilai  kesiap pimpin negara alam  bukti pimpin  pak anies gunernur dki jakarta bangun sumur resap  selenggara formula e bijak kait reklamasi  pak ganjar integritas kualitas layan publik  pak prabowo gebrak sekolah taruna muda tni matra amerika serikat  as   selain  alutsista prabowo kuat lini tahan indonesia  saya harap kandidat  pilih moga korupsi rugi masyarakat manusia manusia adil  hak asasi manusia 
494,494,"Anis lebih ke retorika, Ganjar sangat teknis dan prabowo penuh idealisme..bismilah smoga presiden indonesia mendapat pemimpin yg amanah!",other side,positif,positif,positif,anis retorika  ganjar teknis prabowo penuh idealisme  bismilah smoga presiden indonesia pimpin yg amanah 
495,495,"Prabowo n Anies secara pengalaman lebih unggul (prabowo mantan letjend & menhan, anies mantan menteri pendidikan & gubernur jakarta) dibanding ganjar apalagi status di partai, prabowo ketua umum sdngkan anies independen. Ganjar masih kader rawan disetir","Kantor Hukum Ridho IC, S.H. & Rekan",positif,negatif,positif,prabowo n anies alam unggul  prabowo mantan letjend  menhan  anies mantan menteri didik  gubernur jakarta  banding ganjar status partai  prabowo ketua sdngkan anies independen  ganjar kader rawan setir
496,496,"Paling banyak haters pak anies, pantang kita puji ramai banget pasukan yg nyerang kyak terorganisir gitu sih",Noureen,,,netral,paling haters anies  pantang puji ramai banget pasu yg nyerang kyak organisir gitu sih
497,497,"dari semua calon bacapres, hanya gagasan mas anies baswedan yang bagus yang berpihak  dan betul2 menyentuh kalangan bawah, karena hidup itu bukan menjadi beban, tapi sebuah berkah,semoga bisa di perhatikan dan dilanjutkan kedepan ketika jadi presiden, ingatlah kita bisa makan dan kuat karena ada petani, harapannya pupuk dan bbm jgn dipersulit, karena itu berdampak pada usaha tani.trims salam anak petani.",mitramandiri makmur,,,positif,calon bacapres  gagas mas anies baswedan bagus pihak sentuh kalang  hidup beban  berkah  moga perhati lanjut depan presiden  ingat makan kuat tani  harap pupuk bbm jgn sulit  dampak usaha tani trims salam anak tani 
498,498,"Saya baru selesai menonton acara ini, benar ternyata komen temen2, refleksi pak Prabowo begitu menyentuh...

Pak, terlepas nanti bapak jadi presiden/tidak, saya yakin anda benar2 tulus untuk bangsa ini...
Sehat selalu pak Prabowo...",Pipit Fitria,positif,,,saya selesai tonton acara  komen temen  refleksi prabowo sentuh  pak  lepas presiden tidak  tulus bangsa  sehat prabowo 
499,499,Sejauh ini hanya pak anis yang meyakinkan saya untuk mampuh memimpin di negri tercinta ini..,Aby ahmad,,,positif,jauh anis mampuh pimpin negri cinta 
500,500,"Anis akan di kendalikan penandang dana dan partai yg memopong kampanyenya. Artinya dia cuman supir suruhan bos yg dua tadi  di atas itu, suruh ke kiri akan kiri, suruh nyungsap akan nyungsap. Sebab Anis gak punya modal partai, materi, maupun kemampuan intelektual yg cukup untuk meng eksekusi permasalahan maupun ide tujuan itu. Besiknya gaya pengajar bukan pelaku eksekusi saya lihat.. Maka logika saya mustahil indonesia bisa lebih baik klo anis jadi presiden.  Salam",Cornelius Siregar,,,negatif,anis kendali tandang dana partai yg memopong kampanye  arti cuman supir suruh bos yg  suruh kiri kiri  suruh nyungsap nyungsap  sebab anis gak modal partai  materi  mampu intelektual yg meng eksekusi masalah ide tuju  besiknya gaya ajar laku eksekusi lihat  maka logika mustahil indonesia klo anis presiden  salam
501,501,Luar biasa prabowo subianto,Adichemistry Official,positif,,,luar prabowo subianto
502,502,Pak Anis kurang banyak nih buser nya tambah lagi pak 😂,Bony Nainggolan,,,negatif,pak anis nih buser nya 
503,503,"Kita bangsa yg tidak mau diinjak injak siapapun itu, semangat dan pengabdian pantang surut, Prabowo 2024",Arya Mahendra,positif,,,kita bangsa yg injak injak  semangat abdi pantang surut  prabowo
504,504,Sianis sibanyak omong pintar kata2 tapi kerjanya nol prabowo juga retorika pidato berapi2 tapi action rendah pilih pak ganjar sdh adabukti dijawa tengah kamu boleh check,robert Manurung,negatif,positif,negatif,sian sibanyak omong pintar kerja nol prabowo retorika pidato rap action rendah pilih ganjar sdh adabukti dijawa check
505,505,Pak Ganjar trlalu muluk2 dan hlu🎉,Mashudi Menanggal,,negatif,,pak ganjar trlalu muluk hlu
506,506,Pasti ganjar,fltommy,,positif,,pasti ganjar
507,507,GANJAR DALAM HATI SAYA YANG AWAM BELUM PUNYA WAWASAN TERHADAP BERNEGARA DAN SAYA RASA DIA SEDANG MENCERITAKAN PENGALAMANNYA MENJADI PEJABAT.. LAIN HALNYA DENGAN ANIS YANG SANGAT JELAS DAN REALISTIS DALAM PENYAMPAIAN.,Zul Hariyanto,,netral,positif,ganjar dalam hati saya yang awam belum punya wawas hadap negara dan saya rasa dia sedang cerita alam jadi jabat  lain hal dengan anis yang sangat jelas dan realistis dalam sampai 
508,508,"Utk di sini,pak anies sih lbh baik dr yg lain..keep it pak..",MUHAMMAD ARIEF RAMADHAN,,,positif,utk  anies sih lbh dr yg  keep it 
509,509,"Suka heran liat org2 nilai argumen lwt subjektivitas bukan dr objektivitas, dominan sy liat komenan2 bela pak Anies malah direspon bukan argumennya tp personalnya d katain cebong lah onta lah, memang btul penilaian terserah masing2 individu, tp klo minimal jgn tunjukkan kedunguan krn dasar bnci, klo tolak ukurny memang bkn dr argumen ya udh gt lo gk ush seakan2 bawa kelompok pdhl gk nyambung sm substansi yg d bawa...
Soo stay calm ajalah, sy mau blng bkn mksd menggurui ya tp cb lihat lg ke 3 bacapres kan punya track record msing2 dn ada plus-minusnya jg pas menjabat, jd lihatlah scr holistik org lg berargumen jgn apa2 d simpulkan lngsung, smoga tercerahkan pikirannya ini kt gk bahas Indo beberapa thn kedepan tp lihat impact berkelanjutan dr masa jabatannya nnti, seterah pilih siapa tp minimal pilih yg jelas, logikanya gini ya yg JELAS AJA D RAGUKAN APALAGI YG GAK JELAS 🫣",Khoirunnisa tm03,,,netral,suka heran liat org nilai argumen lwt subjektivitas dr objektivitas  dominan sy liat komenan bela anies direspon argumen tp personal d katain cebong onta  btul nilai serah individu  tp klo minimal jgn tunjuk dungu krn dasar bnci  klo tolak ukurny bkn dr argumen ya udh gt lo gk ush akan bawa kelompok pdhl gk nyambung sm substansi yg d bawa  soo stay calm aja  sy blng bkn mksd guru ya tp cb lihat lg bacapres track record msing dn plus-minusnya jg pas jabat  jd lihat scr holistik org lg argumen jgn d simpul lngsung  smoga cerah pikir kt gk bahas indo thn depan tp lihat impact lanjut dr jabat nnti  seterah pilih tp minimal pilih yg  logika gin ya yg jelas aja d ragu apalagi yg gak jelas 
510,510,Pak prabowo mengingatkan sama pemimpin-pemimpin besar dahulu.,Bella Rismawan,positif,,,pak prabowo pimpin 
511,511,"Pembicaraan ini membuka pandangan dan pemikiran semua orang tentang gagasan 3 Bacapres yang memiliki perspektif dan pemikiran gagasan untuk perkembangan indonesia agar lebih maju kedepannya dengan penyampaian berbeda-beda tetapi tujuan satu untuk memajukan indonesia dalam hal keadilan, kemakmuran, kesejahteraan dll. Agar rakyat Indonesia semakin yakin siapa Bacapres yang akan mereka pilih di pemilu 2024 nanti. Ada juga statement sebagai pemimpin harus punya refleksi diri, bukan hanya memahami orang lain dan rakyat nya tapi diri sendiri, yaa benar sebelum kita mengurusi dan memahami orang lain kita harus tau betul diri kita sendiri. Terimakasih penyelenggara UGM yang telah berkolaborasi dengan Narasi menghadirkan ketiga bacapres, Anies Baswedan, Ganjar Pranowo, dan Prabowo Subianto di Mata Najwa on Stage.",Yollanda Rizky,positif,positif,positif,bicara buka pandang pikir orang gagas bacapres milik perspektif pikir gagas kembang indonesia maju depan sampai beda tuju maju indonesia adil  makmur  sejahtera dll  agar rakyat indonesia bacapres pilih milu  ada statement pimpin refleksi  paham orang rakyat nya  yaa urus paham orang tau  terimakasih selenggara ugm kolaborasi narasi hadir tiga bacapres  anies baswedan  ganjar pranowo  prabowo subianto mata najwa on stage 
512,512,Pak anis yes👍💪💪,RM,,,positif,pak anis yes
513,513,"tiga tokoh yang digadang-gadang menjadi calon presiden menyampaikan gagasannya di acara ""Mata Najwa on Stage""  di Universitas Gadjah Mada UGM berkolaborasi.
Ketiga Bacapres bergantian hadir dalam sesi berbeda untuk bicara gagasan, berdialog dengan civitas akademika dan audiens.
Dalam acara tersebut Anies mengusung beberapa agenda perubahan mulai dari lapangan pekerjaan yang setara, perekonomian yang merata, hingga tata kelola kebutuhan pokok yang baik.
Sementara Ganjar Pranowo menawarkan gagasan transformasi enam pilar strategis. Di antaranya pangan, energi, dan kesehatan. Kata dia, khusus pangan pasokan harus tersedia dan harga harus stabil.
Sedangkan calon presiden dari Koalisi Indonesia Maju Prabowo Subianto, membawa gagasan transformasi bangsa menuju Indonesia Emas 2045. Dia meyakini Indonesia akan masuk lima besar negara termakmur dunia pada 2045. Ia mengusung 17 program prioritas, di antaranya swasembada pangan, memberantas kemiskinan, pemerataan ekonomi, dan peningkatan ekonomi kreatif.
dari ketiga gagasan yang dipaparkan oleh bacapres semoga bisa terwujud ketika salah satu sudah terpilih menjadi presiden indonesia karena kita sebagai rakyat indonesia tidak hanya membutuhkan gagasannya saja tetapi bukti kerja nyata ketika sudah terpilih.
dengan diadakannya acara bacapres di mata najwa ini kita jadi tahu bagaimana dengan jawaban"" dari pertanyaan yang diberikan mengenai permasalahan yang ada di Indonesia dan kita dapat menyaring dari jawaban"" bacapres tersebut.

terimakasih buat program mata najwa
yang sangat bermanfaat buat rakyat indonesia dan menambah informasi",AYU ANDHINY ATIKA PUTRI,positif,positif,positif,tokoh gadang calon presiden gagas acara  mata najwa on stage  universitas gadjah mada ugm kolaborasi  tiga bacapres ganti hadir sesi beda bicara gagas  dialog civitas akademika audiens  dalam acara anies usung agenda ubah lapang kerja tara  ekonomi rata  tata kelola butuh pokok  sementara ganjar pranowo tawar gagas transformasi enam pilar strategis  di pangan  energi  sehat  kata  khusus pangan pasok sedia harga stabil  sedang calon presiden koalisi indonesia maju prabowo subianto  bawa gagas transformasi bangsa indonesia emas  dia indonesia masuk negara makmur dunia  ia usung program prioritas  swasembada pangan  berantas miskin  perata ekonomi  tingkat ekonomi kreatif  tiga gagas papar bacapres moga wujud salah pilih presiden indonesia rakyat indonesia butuh gagas bukti kerja nyata pilih  ada acara bacapres mata najwa  masalah indonesia nyaring  bacapres  terimakasih program mata najwa manfaat rakyat indonesia tambah informasi
514,514,"Melihat dari 3 refleksi bacapres.. pak Anies sangat menyentuh...
#Aniesdihatiku",Ikhsan Alfy,,,positif,lihat refleksi bacapres  anies sentuh   aniesdihatiku
515,515,"Ikuti kata hati nurani kalian yang paling dalam seperti kata pak prabowo jika kalian gak suka salah satunya jangan pilih
Hati nurani saya untuk prabowo mati dan hidup pun saya untuk Prabowo🙏",KR4B4TTEAM,positif,,,ikut hati nurani prabowo gak suka salah satu pilih hati nurani prabowo mati hidup prabowo
516,516,"Menurut saya score sementara hasil adu gagasan bacapres 2024 di ugm untuk sementara , rangking 1 diduduki oleh Dr. Anies Rasyid Basedan...... sementara Prabowo dan Ganjar posisinya drow.......",Norman Tias,netral,netral,positif,turut score hasil adu gagas bacapres ugm  rangking duduk dr anies rasyid basedan  prabowo ganjar posisi drow 
517,517,i love you Pak Prabowo❤️,khanza zahra audina,positif,,,i love you pak prabowo
518,518,"Terima kasih kepada Mata Najwa dan team serta UGM yang turut serta berkolaborasi dalam menghadirkan 3 bacapres untuk memaparkan gagasan serta rencana untuk Indonesia yang lebih baik. Ketiga bacapres menyampaikan gagasan visi dan misi serta program yang akan dibentuk jika terpilih menjadi presiden di periode selanjutnya bukan hanya sekedar kampanye saja. Program-program yang disampaikan oleh ketiga bacapres mempunyai ciri khas masing-masing yang tentu sangat bagus dalam mengatasi permasalahan krusial yang sedang dihadapi Indonesia sampai saat ini. Siapapun yang menjadi presiden di periode selanjutnya, semoga gagasan, serta visi dan misi program kerja yang dibentuk dapat terealisasikan bukan hanya janji manis saja diawal melainkan nyata dilakukan, sehingga menjadikan Indonesia di tahun selanjutnya menjadi negara yang sejahtera, makmur, dan berkeadilan bagi seluruh rakyat. Acara youtube/(tv?) seperti ini sangat bermanfaat bagi rakyat indonesia karena menjelang pemilu presiden periode selanjutnya. Kita sebagai rakyat membutuhkan informasi seputar apa saja gagasan dan rencana yang dibentuk bacapres jikalau terpilih menjadi presiden, sehingga dari informasi tersebut dapat menentukan siapa yang akan kita pilih nanti dengan program kerja yang menurut kita paling sesuai untuk menyelesaikan permasalan yang terjadi saat ini. Terima kasih.",Niken Dwi Anggraeni,,,,terima kasih mata najwa team ugm kolaborasi hadir bacapres papar gagas rencana indonesia  tiga bacapres gagas visi misi program bentuk pilih presiden periode dar kampanye  program tiga bacapres ciri khas bagus atas masalah krusial hadap indonesia  siapa presiden periode  moga gagas  visi misi program kerja bentuk realisasi janji manis awal nyata  jadi indonesia negara sejahtera  makmur  adil rakyat  acara youtube  tv   manfaat rakyat indonesia jelang milu presiden periode  kita rakyat butuh informasi putar gagas rencana bentuk bacapres pilih presiden  informasi tentu pilih program kerja sesuai selesai permasalan  terima kasih 
519,519,"Dari semua komentar.. ternyata lebih banyak menyukai angan2 dan janji manis gagasan serta gombal2 yg mengambang. 
Dari ketiga bacapres pemaparan gagasan nya hanya pak ANIES yg memapaparkan gagasan yg mengambang tidak konkret. Hanya retorika tp kurang jelas konkrit apa solusi perubahan nya.",Andre Nino,,,negatif,dari komentar  suka angan janji manis gagas gombal yg ambang  dari tiga bacapres papar gagas nya anies yg memapaparkan gagas yg ambang konkret  hanya retorika tp konkrit solusi ubah nya 
520,520,"Pak ganjar keren, tapi mohon maaf nih, di belakang nyaa itu nah 🫣",Pubg Akun12,,negatif,,pak ganjar keren  mohon maaf nih  nyaa 
521,521,"Tidak ada tandingannya apa dan bagaimana sikap,jalan fikiran dan visi Pak Ganjar sebagai Bacapres RI",Dani Andesta,,positif,,tidak tanding sikap  jalan fikiran visi pak ganjar bacapres ri
522,522,prabowo ❤,Farhndn,positif,,,prabowo 
523,523,"all in pak prabowoo🗿☝🏻,2 kali gagal,tpi beliau ga nyerah buat nyoba lgi,keliatan ketulusanya,saking niatnya untuk bangsa indonesia supaya makmur",sherly aja,positif,,,all in prabowoo  kali gagal  tpi beliau ga nyerah nyoba lgi  liat ketulusanya  saking niat bangsa indonesia makmur
524,524,"Saya bukan pendukung ganjar, tapi saya yakin yang bakal jadi bakal ganjar, saya juga nggak faham kok bisa gitu🤔",Khamid Lillah,,netral,,saya dukung ganjar  ganjar  nggak faham gitu
525,525,cuma ganjar yg masuk akal.,BANG GEDEM,,positif,,ganjar yg masuk akal 
526,526,Ya Allah semoga Pak Anis jadi presidenku Aamiin,Motor pemula,,,positif,ya allah moga pak anis presiden aamiin
527,527,Prabowo di hati.. 😊,Agus supriyanto,positif,,,prabowo hati  
528,528,Jelas visi mas anies,Ahmaddaelami Ahmad,,,positif,jelas visi mas anies
529,529,"Pak Anies tuh pinter bgt, teknisnya mengerti semua. Jadi bener2 tinggal eksekusi dan ga di setir sm teamnya. Kalo prabowo hatinya emang nasionalis tp maaf kurang menguasai teknis, pasti banyak tindakan prabowo berasal dr team nya. Bukan dr diri sendiri.",Ica Ica986,positif,,positif,pak anies tuh pinter bgt  teknis erti  jadi bener tinggal eksekusi ga setir sm teamnya  kalo prabowo hati emang nasionalis tp maaf kuasa teknis  tindak prabowo asal dr team nya  bukan dr 
530,530,"Pak prabowo sangat mencintai negeri ini. 
Dah jrg org kek beliau",Anggun Saputra,positif,,,pak prabowo cinta negeri  dah jrg org kek beliau
531,531,Anies terbaik,Otosport’s,,,positif,anies baik
532,532,"Pak anies kinerjanya bagus, lebih memikirkan bangsa dan Wong Cilik  ....AMIN",cargo kotagede,,,positif,pak anies kerja bagus  pikir bangsa wong cilik  amin
533,533,jawaban pak Anies gak nyambung sama konteks 🙏🏼 karna Pak anis religius Dosen yang di butuhkan mahasiswa di kelas. bukan di negara indonesia,Marselan aja,,,negatif,anies gak nyambung konteks  karna pak anis religius dosen butuh mahasiswa kelas  negara indonesia
534,534,"Denger Pa Prabowo Relfeksi diri berasa denger pidato dimasa Penjajahan, merinding",Ilham Rizky Dwiadiansyah,positif,,,denger pa prabowo relfeksi asa denger pidato masa jajah  merinding
535,535,"Pak anis kebanyakan teori & berpuisi, pak prabowo banyak keluar jalur, pak ganjar paling ideal..😊",Dedi Aprilianta Mkr,negatif,positif,negatif,pak anis banyak teori  puisi  prabowo jalur  ganjar ideal  
536,536,Saya satu di antara jutaan orang yg mendukung pak anis RI 1,KAMU MANTANKU,,,positif,saya juta orang yg dukung anis ri
537,537,Saya siapp kawal bapa prabowo menuju RI 1,BANXZHON CHANNEL,positif,,,saya siapp kawal bapa prabowo ri
538,538,😢 kenapa bapa prabowo tdk bersatu dgn bapak anies baswedan 😢😢😢😢?mereka ber Dua faforitku,Novi Aulia p,positif,,positif, bapa prabowo tdk satu dgn anies baswedan   ber dua faforitku
539,539,"Buset, Prabowo nggak berubah yeee.. Prabowo, Ganjar, juga Anies. Yang dibahas hal2 NORMATIF akan apa2 yang nanti mau dikerjakan. Bisa ga sih kasih jawaban yang bersifat PRAKTIS??? BELAJAR SAMA PAK RIZAL RAMLI SANA.",Wan Bacan,negatif,negatif,negatif,buset  prabowo nggak ubah yeee  prabowo  ganjar  anies  yang bahas normatif  bisa ga sih kasih sifat praktis    ajar sama pak rizal ramli sana 
540,540,Ganjar ditanya apa jawab apa 🤣🤣🤣,ZB MURAL,,negatif,,ganjar 
541,541,Pak Prabowo Subianto - Mantap endingnya,Mahesa Muhtar,positif,,,pak prabowo subianto - mantap endingnya
542,542,Insya Allah Pak Anies Rasyid Baswedan Bacapres terbaik 👍👍👍,Mhing Lakodi,,,positif,insya allah pak anies rasyid baswedan bacapres baik 
543,543,"Anis Anis klw cuma ngomong doang mah anak paud juga bisa hahahaha , bukti jakarta tuh karna omongan doang .",Dedisu,,,negatif,anis anis klw ngomong doang mah anak paud hahahaha  bukti jakarta tuh karna omong doang 
544,544,Ganjar memang bagus.tapi di belakang nya.mega dan puan.yg ngatur.kontek buk mega dan puan yg akan di jalankan pak ganjar.,#berpetualang#sobat ku#happy#,,negatif,,ganjar bagus tapi nya mega puan yg ngatur kontek buk mega puan yg jalan ganjar 
545,545,Kenapa saya dengarnya klo pak ganjar kayak jumawa ya disetiap perkataan? Setiap ada pertanyaan selalu ada penyangkalan dan pembenaran atas dirinya. Sampai mbak najwa sj kelihatan gak enak klo mw bicara lagi karena tidak nyaman. Dan jujur butuh waktu untuk menyerap kata2nya.. saya sebagai warga jateng juga belum terlalu melihat banyak perkembangan jateng selama pak ganjar memimpin 2 periode.,Akmalia Rosyada,,negatif,,kenapa dengar klo ganjar kayak jumawa ya tiap kata  tiap sangkal benar  sampai mbak najwa sj gak enak klo mw bicara nyaman  dan jujur butuh serap  warga jateng kembang jateng ganjar pimpin periode 
546,546,Merinding liat gagasan pak prabowo,jejen co,positif,,,merinding liat gagas prabowo
547,547,Ganjar intelektual kereeen 👍 penjelasannya sangat jelas Insya Allah Presiden terpilih 2024,ABER 9495,,positif,,ganjar intelektual kereeen  jelas insya allah presiden pilih
548,548,"Orang paling ikhlas Prabowo Subianto

~ Gus Dur",kamil M. Palilati,positif,,,orang ikhlas prabowo subianto  gus dur
549,549,Semenjak nonton ini gw jdi lebih kenal ama pak anies,Agung Dwi Saputra,,,positif,semenjak nonton gw jdi kenal ama anies
550,550,Orang yg cerdas pasti pilih pak Anies,Amin Heri Yanzah,,,positif,orang yg cerdas pilih anies
551,551,Menurut saya anies baswedan paling bagus diantara yang lain.,benny nurul huda,,,positif,turut anies baswedan bagus 
552,552,"Jadi bimbang, prabowo atau ganjar😂.",inayatul aini,netral,netral,,jadi bimbang  prabowo ganjar 
