,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
646,"Tanpa mengurangi rasa hormat, jujur kurang srek sama pak ganjar. Cara bicara beliau terlalu teatrikal jadi terlihat dibuat buat dan kurang tulus. Tapi public speakingnya bagus sekali, tipical politikus",Hilda Park,,negatif,
647,MasyaaAllah meweeek loh sesi Anies😢😢😢,ikk,,,positif
648,"Jika pemilu Presiden dilaksanakan pada tangga 20 September 2023/sehari setelah debat bacapres di Mata Najwa, maka presiden terpilhnya adalah bapak Anies Baswedan.",rndhstprtm,,,positif
649,Anak muda all in prabowo🤩🤩,Valentino Sanggu Doa,positif,,
650,Prabowo sih aakuuu,YOUCUBER KATANYA,positif,,
651,Si anies bas-edan itu pengkhianat. Jadi jangan dia dipilih Krn berbahaya..,Edward Edward,,,negatif
652,"Prabowo betul mau berbakti kpda nkri ini, gajinya saja tdk akan diambil",Kaharuddin Coci,positif,,
653,Bingung pemaparan ganjar muter² kaga ada substansinya. Terlalu banyak cerita,Akhmad Barkowi,,negatif,
654,Bagian anis lawak,Rivaldhy Chelvins,,,negatif
655,"Anies sdh pernah diberi mandat pimpin DKI Jkt hasilnya Nol, Jawaban Anies tdk mempresentasikan dg apa yg sdh diperbuat.",Dy Hart,,,negatif
656,"Sebelumnya terimakasih atas kesediaannya menampilkan acara ini untuk mbak Nana, terlihat masyarakat Indonesia lebih antusias terhadap pemillu kali ini dilihat dari banyaknya viewers.
Pas ngedengar Anis bergagas terdengar sangat manis sekali, tapi kalo diingat ingat Jakarta nasib nya saat ini, kacau sih kalo Anies beneran jadi capres, kebanyakan janji yang dikatakan hanya sebuah perkataan yang lewat. Pak ganjar dan Pak prabowo sih yang cocok jadi capres, lebih jelas caranya dan tujuannya. Buktinya pun sudah jelas",iman,positif,positif,positif
657,Saya dukung pak anis,Cnp Cahngawi,,,positif
658,"Ganjar: kalau kamu 10 lulusan terbaik universitas harusnya jadi dosen bukan MC 🗿🗿
Nana : saya jurnalis bukan MC 😏😑😢😥",M i,,negatif,
659,GANJAR SANGAT CERDAS ...SOSOK PEMIMPIN YANG CEKATAN DAN MENUNTASKAN PEKERJAAN YANG DI EMBANNYA,rachmat guruh,,positif,
660,yang duku pak anies banyak juga yaa,rajaikan store,,,positif
661,"Saya lulusan SD, tapi saya lebih mengerti penjelasan dari pak anies daripada capres yg lain.. Wawasan & pengalaman pak anies memang gak di raguin.. Pantes LUHUT ketar ketir kalo anies presiden..",Kamila Cindy Falisha,,,positif
662,"Sayang sekali ,ganjar dpt nya dri pdi ,,klau lah dri partai yg lain pasti saya dukung ,,",Bholed Hidayah,,negatif,
663,Pak Anis is the best,Bunda Ara,,,positif
664,Gimana org percaya dgn Anis masa calon presiden rumah aja masih ngeridit,Mulyadi Realme,,,negatif
665,Aq yakin tidak milih ganjar,Akro Ali,,negatif,
666,"Sudah lama tidak mengikuti perkembangan politik Indonesia, tidak memiliki expektasi apapun terhadap tiap calon, again out of my expectations, Anies Baswedan got my attention 😅
But looks like he's the most underrated bacapres amongst other 😂",xxxyy,,,positif
667,ALL IN PRABOWO ❤❤,Herdi Choirun nazar,positif,,
669,Insya Allah Pak Prabowo Presiden 2024,ILma Rachim,Positf,,
670,"Yang komen negative pak anis tentang jakarta. Apakah anda warga ber ktp dan menetap di jakarta?. Pemimpin ga ada yg sempurna tetapi menurutku sebagai warga jakarta, jakarta menjadi lebih baik di tangan pak anis",Annisa Rahmawati,,,positif
671,"Akhirnya ada yg bahas kelas di tengah, yg miskin jg gak,kayak jg gak,tp pas pasan. Semoga terealisasi pak anis ✨",Lia Jolest,,,positif
672,Ooalah ..negora Uda maju apa yang mau kao rubah .p.aniss,putra kelana,,,negatif
673,Anis presiden 👍,Konveksi md senen,,,positif
674,"Pak Ganjar keren, pak Prabowo joss,  insyaallah pak Anies Baswedan",azh ar81,positif,positif,positif
675,Dulu prabowo sekarang Anies baswedan 😍,Bosky,,,positif
676,Anies RI 1 Yessss.....,Aida Marpaung,,,positif
677,"anies : dengan kecerdasanya 
prabowo : dengan ketulusan dan ketegasanya 

yang penting bukan moncong😄",fabian rahma worlds,positif,,positif
678,Anies real presiden,abang Jago,,,positif
679,"Head to head anies vs prabowo. Pak anies memang cerdas dan terlihat lugas memngingat backgroundnya emg dari org pendidikan. Pak prabowo walaupun dari segi komunikasi aga kurang, tp saya bisa merasakan ketulusan beliau.",Dea Yusti Febriana,positif,,positif
680,"Meski ke 3 capres merasa tertekan,,  hanya prabowo yg keliatan jelas banget gk tau mau ngapain di depan cermin.",Mas Liem,negatif,,
681,Aku pilih pak anies❤,Bayu Achmad,,,positif
682,APA YANG DI UCAPKAN DAN APA YANG DIKERJAKAN DENGAN SEJALAN SELARAS DAN SEIMBANG 3 BACAPRES HANYA GANJARLAH YANG NYATA,Tavip Abilowo 165,,positif,
683,"Ganjar lebih jelas menerangkannya 
Sangat cerdas kal, saya liat",Sigin eh soleh,,positif,
684,Mantap memilih anis baswedan,Bariza Family,,,positif
685,"Jangan pandang sebagai cost, tapi investasi,,masalahnya biaya untuk semua itu akan menjadi cost  bapak aniess,, bahasa mu retorik baanget 😂😂😂",wilmart simarmata,,,negatif
686,"kualitas pendukung pabowo sm dengan pendukung ganjar.. literasi rendah.. capresnya yg hanya ngomong normatif & bermodalkan semangat , slogan2 kosong  tp ga bisa bisa bicara detail dieluk2an.. kalau bukan bodoh pasti buzer atau robot",Zulfi tj,negatif,negatif,
687,Gw merinding denger kata kata saat refleksi kaca pak prabowo ga tau knp 👌 mnurut gw itu keren dan cadas 🔥,FAMOUS_555,positif,,
688,"Sangat cocok dan tepat, yang diutakan adalah gizi. Dari pada tol dan tol yang diutamakan. Sebab pilarnya bangsa dan majunya bangsa di pegang oleh anak muda.. All in untuk bapak prabowo.",Eka Yunita,positif,,
689,"Kalao dilihat, banyak BOT BUZZER dari timses pak Prabowo, lihat saja komentar dengan akun @user-(huruf/angka random). Dengan konotasi yang sama mendukung pak Prabowo. Sebaiknya menggunakan nama akun yang lebih bagus biar ga ketauan 😂",Macrozel ID,negatif,,
690,"Ganjar ga jelas, maen gimic doang😅😅",Abdul Azis,,negatif,
691,Ganjar Pranowo ❤❤❤,Opik 96 official,,positif,
692,Ganjar terbaik ❤️,Sri Wati,,positif,
693,prabowo tetap yg terbaik buat bangsa ini....,hermana hija,positif,,
694,"Lucu aja, yg diomongin Anies dia tak bisa lakukan saat di DKI Jakarta. Yg dilakukan hanya bikin sumur resapan yg tak berfungsi dan sekarang jadi sumber kecelakaan bagi pemotor, bikin trotoar yg hanya kelas tukang pasang ubin, mengecat genteng-rumah warna-warni. Prestasi besar hanya bangun stadium yg tidak standard dan harus dimodifikasi besar. Birokrasi yg sudah diperbaiki oleh Ahok jadi berantakan kembali. Anies cuma pintar ngomong, miskin implementasi.",tzuka70,,,negatif
695,"Narasi gagasan Anis bisa dipasarkan oleh siapa saja,sederhana,tapi no oleh org awam tercupture,tapi cupture nya biasa saja,tapi Ganjar lebih Visioner dan tercapture dgn canggih,,jangkauanya luas,imaginasinya tinggi.wajar dan berkesesuaian dg Indonesia emas.Retorical Anies biasa saja,dan wajar.Nilainta 7 Ganjar 8.5",mulhat mulhat,,positif,positif
696,"Anis cerdas, gagasannya bagus, cocok jadi menteri atau ketua DPR, ngurus bagian legislatif. Untuk jadi pemimpin di negeri yang mafianya banyak, antek2nya luar biasa, power Anis kurang. Apalagi masih baru di partai politik, dan masih di bawah orang lain. Akan kejadian lagi ""Siapa di atas presiden..""

Yg punya power paling kuat, Prabowo. No disetir2 klub. Sudah lama juga bermain di dalam rumah yg banyak cukong2 itu. Sebagai ketua partai, dia berdaulat atas setiap keputusan yang akan diambil nanti. Soal gagasan, cara eksekusi, ada banyak ahli dan menteri yang bisa bantu. Maka bisa diliat setiap Prabowo ditanya, apa langkah konkret atas permasalahan A? Pola jawabnya sama:
""Kumpulkan ahli di bidang ini, diskusikan bersama""
Sebagaimana rumus pemimpin gak perlu pinter2 amat, yg penting punya power untuk memutuskan dan mengambil kebijakan. Yang wajib cerdas itu menteri atau staf ahlinya. 

Itu pertimbangannya lur. 
Mari istikharah bersama, buat yg bingung pilih siapa. 


Semoga diberikan pemimpin terbaik untuk negeri ini ❤️",fina able,positif,,positif
697,saya menangis melihat pidatonya pak prabowo,abi shobari,positif,,
698,belom ada yg punya program seperti yg Pak Anies tawarkan... ❤❤❤,siomi enema,,,positif
699,Pasangan AMIN Anies Muhaimin di Makassar di hadiri Ratusan Ribu orang atau sekitar satu juta orang. Luar Biasa Gelombang dukungan pasangan AMIN,Dayat,,,positif
700,Pak Prabowo presiden 2024 aamiin allohummaaamiin,Nur Fayola23,positif,,
701,Anies ridwan kyknya luar biasa ya... Cm partai pengusungnya itu yg ribet,Nofi Lufi,,,positif
702,Si ganjar dikit dikit liat teks dikit dikit liat teks. Haduhhhh,abd azis,,negatif,
703,Ganjar hanya omdo dan jawaban nya ga nyambung engga seperti jawaban pak Anies Baswedan akurat banget,Nur yati,,negatif,positif
704,SEMAKIN YAKIN PAK ANIES SIAP MEMIMPIN NEGERI INI ❤,Zeed Jawaz,,,positif
705,Anis oke banget,Wildayman Firdaus,,,positif
706,Ganjar muter2 gak jelas,Husain Muh,,positif,
707,"Ketika Si Anies Baswedan jadi gubernur dki ,apakah pernah Dia melakukan PERUBAHAN pendidikan bagi murid sekolah NON negeri yg HRS membayar uang sekolah yg sangat Mahal?Tahukah Dia bahwa semua sekolah hrs ditanggulangi oleh pemerintah? Jadi Si Anies Baswedan itu hanya dapat menjual kata2 dan kanji2saja. Tidakkah anggaran untuk dki sungguh Tinggi tetapi pembangunan hampir tdk ada yg berguna bagi rakyat.Voba bandingkan dg capres GANJAR Pranowo yg sungguh berhasil di Jateng waktu gubernur.",Coster Pangaribuan,,positif,negatif
708,"Bagus sekali gagasan pak Anis dan paparanya.....tetapi kenapa ketika menjadi pelaksana ketika jadi Gubernur DKI kok melenceng semua ya.... OK OC, Penanganan Banjir, DP rumah 0% dan masih banyak yg lain",RAKO chanel,,,negatif
709,"Jujur si dari ketiga capres yg gagasanya paling logis cerdas dan mudah dipahami yaitu pak anies, dan yg membuat saya terharu yaitu di akhir pembicaraan pak prabowo berkata "" saya ingin melihat sebelum saya meninggal indonesia menjadi negara bermartabat negara terhormat, saya ingin liat tidak ada kemiskinan di republik indonesia, saya ingin liat anak² indonesia kuat gembira senyum, orang tuanya gembira itu yg mendorong saya, saya tidak mau bangsa saya dihina terus, saya ingin bangsa terhormat berdiri diatas kaki sendiri"" 
Tidak terlepas dari masa lalu yg beliau alami tentang begitu banyaknya kemiskinan, penderitaan, pendidikan yg tidak merata bahkan menggambarkan tersenyum saja sangat sulit negri ini dimasa lalu, jadi inget pesan Gus Dur ""orang yg paling ikhlas kepada rakyat indonesia itu prabowo""  ingsyallah kalo jalanya yg terbaik akan dipermudah pak🤲🏻💪",alliisa,positif,,positif
710,"Gw pilih calon presiden yg punya prestasi , jadi gubenur di daerah miskin aj dpt menurunkan kemiskinan , Ganjar Pramowo presiden the nexs  presiden jokowi",Suwardi Suwardi,,positif,
711,Kalau menurut saya pribadi pak prabowo nggak usah nyapres lagilah sdh tua,Sutarno Tarno,negatif,,
712,Hidup pa Ganjar semoga sehat selalu amiin,Pp Karyamandiri,,positif,
713,"ga liat partai2 nya, tp berdasarkan ketiga omongan capres ini, pak anies paling relate.",Rohmi Juharo,,,positif
714,Prabowo Subianto presiden Republik Indonesia 🇮🇩,Allritno Ritno,positif,,
715,"maaf 🙏 kl lht ganjar menyampaikan janji hampir sama dgn jkw saat kampanye, stlh jadi... malah kebalikannya 🙏👍👍 jkw jilid 2... ⚠️⚠️⚠️",Fery Hendrawan,,negatif,
716,"Ganjar the best, penjelasannya bagus dan punya wawasan luas, bisa menjawab pertanyaan spontan dgn baik dan evidence base, kata2nya masih memijak bumi tdk mengawang awang di langit sperti kontestan lain. Saya suka jawabannya apa adanya bersasarkan fakta suka tidak suka, pahit bilang pahit manis bilang manis. 👍🏻👍🏻 semoga Pak Ganjar jadi presiden selanjutnya",Komentator,,positif,
717,"luar biasa pak anies, memang sudah memahami dalam bernegara..",Dena Dha,,,positif
718,"Setelah nonton ini jd tau sifat2 mereka bagaimana, cara menjawab, apa yang keluar dari mulutnya, cara berpikirnya dsb. Tp maaf bgt, jujur bingung mau pilih siapa, masalahnya 5th kedepan Indonesia ditangan salah satu mereka, jujur takut bgt dan makin tinggi trust issue. 
Yang satu mulutnya manis banget, yg dua angkuh, yg tiga no comment.... 
Gaada yg mau nyalonin lagi gitu siapa kekk?",Rzqrtznity lifeu,negatif,negatif,negatif
719,Ganjar Pranowo sangat berpengalaman,partar xarix,,positif,
720,"Bagaimana Pak Anies Baswedan janji rumah Nol Rupiah belum terlaksanakan di DKI kemudian normalisasi sungai, dan masih banyak lagi pekerjaan yg belum terselesaikan.?

Janji janji dan janji ini ibarat lagu hahaha...
Pak Anies memang pintar tapi soal kinerja masih jauh dari harapan masyarakat Jakarta bukan Indonesia.

Carilah pemimpin yang mampu mengatasi persoalan-persoalan bangsa bukan dengan JANJI.

Jadilah pemilih yang cerdas..

Merdeka ✌️",Harold Moris,,,negatif
721,Mantap pak prabowo kami berharap bapak lah presiden 2024.hidup pak prabowo.,Surya Aja,positif,,
722,Pak.prabowo paham dan mengerti keadaan Indonesia dan berani mengambil keputusan yg berpihak pada rakyat.,Komar Ruddin,positif,,
723,anis the best,marina efendi,,,positif
724,Mudah2an bisa dibaca dan disampaikan ke-2 bakal calon presiden. Dari hsl pak prabowo dan @GanjarPranowoOfficial menyampaikan gagasan dan tujuan mreka menjadi presiden NKRI. Menurut saya kedua calon presiden cocok dan sdh mempunyai roadmap yg sama untuk kemajuan NKRI. Semoga mreka mau disatukan menjadi presiden dan wakil presiden untuk akselerasi kemajuan indonesia. Pak ganjar tajam untuk membenahi sistem kenegaraan. Pak prabowo runcing keatas agar NKRI dapat di hormati menjadi negara maju di kancah internasional.... go...go...go... Indonesia maju @NajwaShihab,rendi herza,positif,positif,
725,Tombol like prabowo❤,Fir Man,positif,,
726,Mantab pak ganjar,Dek Bening,,positif,
727,Anak ganjar ini paham gak ya bpknya masuk  kasus e ktp?,haryani sb,,negatif,
728,The best..LOMBOK NTB SIAP dukung GANJAR PRANOWO,KULINER SASAK OFFICIAL,,positif,
729,Ganjar memotivasi dan mengguggah bangsa...... Semoga Bapak terpilih,Little_cutie^^,,positif,
730,Pak Prabowo bilang hukuman kasus terpidana korupsi sudah baik untuk saat ini...Tapi nyatanya beberapa waktu lalau kasus terpidana korupsi keluar berjamaah salah satunya mantan gubernur Banten apakah itu yang dinamakan baik cuma karena berkelakuan baik selama di dalam jeruji...?,Muhammad Hatami,negatif,,
731,Anies mantap jiwa,charren A B W,,,positif
732,Ganjar blunder wkwk ga pantas jadi presiden 😂,astace,,negatif,
733,what a beautiful refleksi from pak Prabowo!  yang terbaik untuk pak Prabowo! maju terus pak!,heuheu heu,positif,,
734,"selama kotak suara masih pakai kardus, ganjar pasti yang menang 😂 mau apa lo semua",y b,,negatif,
735,"Makin kesini Pak Prabowo semakin bijak dalam berkata-kata, semakin berhati-hati mengeluarkan statement. 80% mannersnya berubah lebih baik, hanya kurang dalam kesabarannya menahan amarah. Agaknya saya mulai tertarik. Good 👍👍👍",Hosea Sinaga,positif,,
736,"Gagasan pak Ganjar bener2 realistis, gak jual kata2 kaya capres sebelah",Aaron Ong,,positif,
737,pa anis kokreeet 🎉,Thursina Bee,,,positif
738,"Alhamdulillah...
Mantap semangat SELALU UNTUK INDONESIA Mendukung Dan Memilih Pak Ganjar Pranowo 🙏💪💪🇮🇩🇮🇩🇮🇩",ROHMAT RORI,,positif,
739,pak prabowo si sm anis pilihannya,adinda ivana,positif,,positif
740,Pak Prabowo oyeee.. bagus banget klo sama pak Ganjar,Delho I,positif,positif,
741,InsyaAllah Pak Anies Baswedan,PG ( Penting Guyon ) official,,,positif
742,"Kerenn pak Ganjar👏👏👏 Wawasan luas, menunjukkan keunggulan kerjanya bukan hanya pintar bicara👍",Kumbang Jantan,,positif,
743,Ganjar tetap pilihanku❤,Leni Setiawati,,positif,
744,Jawaban pak Anis cerdas & berkwalitas,Miss Blow Salon,,,positif
745,Saya dan sekeluarga semakin Yakin memilih Pak Ganjar Pranowo memimpin Indonesia 🤲🤲🤲,Dino Susilo,,positif,
746,Ahh....anis omong kosong,Agus Tangkudung,,,negatif
747,"Sebagai orang Jawa Tengah yg mengedepankan teposliro,sopan santun,lemah lembut,lapang dada(sabar,pemaaf),saya dukung Pak Ganjar Pranowo.",Gus Pilling,,positif,
748,"Cerdas sekali pak anis dan pak parabowo tegaaas, ganjar ... Isi sendiri,",Saeful Mubarok,positif,negatif,positif
749,Yok bisa yok pak prabowo subianto,Robb gaming,positif,,
750,Jakarta aja carut marut gimana mau ngurus indonesia anis sdh gagal di jakarta krn jakarta adalah miniatur indonesia . Pilihlah Ganjar is the Bezt Ri 1 2024 The Next Ganjar Pranowo 2024,Roberto Jakarta,,positif,negatif
751,Anis hanya bisa janji saja tapi praktiknya nol besar alias kosongggg  !!,Made Sandiarta,,,negatif
752,"Hanya AlloohuTa'ala yg tahu hati ganjar..jika itu benar ikhlas,itu jd pahala bg ganjar,tp  jk itu sbg kamuflase Alloohu ta'ala akan hinakn,jk ganjar tdk bertawbat,",Gunandi Gunandi,,positif,
753,Anissssss yes mna suaranya,Raihan Abqary,,,positif
754,"Anis ini ngomong doang, hatusnya dosen minimum tkg jual obat lah.",Mamat Begu,,,negatif
755,semoga  anis😍😍😍😍😘😘,Jhon chanel,,,positif
756,Tetap pilih pak prabowo,Sumaini Sumaini,positif,,
757,"Bismillah pak ganjar,,, ❤",Nur Isnaini,,positif,
758,Gagasan yg cerdas hanya pak Anies Baswedan,Eka Sopian,,,positif
759,Semakin yakin pilih Pak Ganjar,Grandong Kamer,,positif,
760,PAK GANJAR JUJUR KERJA NYATA TEGAS,Mas'at Channel,,positif,
761,"Dari live ini akhirnya saya paham, pemaparan anis dan ganjar lebih mudah di pahami maskyarakat bahwa program nya sangat bagus untuk kesejahteraan masyarakat, tapi dari live ini juga saya akhirnya paham perasaan prabowo kenapa tidak pernah menyerah untuk terus mencalonkan presiden karena dengan masa lalu kelam seperti dia akan terus berjuang untuk meraih cita citanya untuk mencapai kemerdekaan yang sesungguhnya !",FEBRY SETIAWAN,positif,positif,positif
762,Sy seru dg pà prabowo ..gagasannya dan semangatnya..beliau punya pengalaman dg negeri ini.,Abner Ugur,positif,,
763,"Kesini gara² tiktok, Sumpah keren bgt pak ganjar,sampe terharu, jawabnya dengan penuh semangat, tegas, sehat selalu ya pak,

Siapapun presidennya nanti semoga amanah dan sesuai dengan ucapannya.
Bukan hanya sekedar kata² dan janji manismu.",Mega Khaerunisah,,positif,
764,saya 1 keluarga no kubu merah saya akan pilih anies semua,Khalid Bin Walid,,,positif
765,"MAKIN YAKIN PILIH ANIES BASWEDAN, DARI SEGALA SISI SUDAH SANGAT SIAP, TIDAK ADA MASALAH, TIDAK PROBLEMATIK, ANIES FOR 2024, ALL IN ANIES!!!!!!!!",Fadli Alhadi,,,positif
766,"Insya Allah Indonesia semakin maju,.dari segala aspek,. jikalau Pak Anis terpilih jadi next presiden,..AAMIIN",Ari Sulistyono,,,positif
767,Ganjar kesan penampilan bicaranya entah kenapa terkesan Menakutkan 😮,Putra Indra - Murid Semar.,,negatif,
768,PRABOWO KEREN,faris alfarabi,positif,,
769,"pakde prabowo,presentasi dengan baca, jadi inget waktu kuliah semester awal wkwkwk",AGUS MAGELANG,negatif,,
770,Tetep prabowo,Chandraca Yudha,positif,,
771,"Kirain pak Prabowo yang paling menguasai gagasannya karena yang paling berpengalaman, 
Berharapnya pak Ganjar yang paling bagus gagasannya, karena paling tinggi elektabilitasnya.
Ternyata sejujurnya pak Anis paling menguasai gagasannya yang bagus, jelas, logis dan jujur",Fuady,negatif,negatif,positif
772,03.42:12 blunder si ganjar. Mencerminkan dia anti kritik dan merendahkan profesi lain. Calon pemimpin yg begitu gk pantas di pilih,Fitra Filtama,,negatif,
773,"6.25.0 ""sebelum saya meninggal, saya ingin melihat bangsa kita terhormat berdiri di atas kaki sendiri, melihat adik2 semua bahagia, orang tua senyum"" -Prabowo Subianto Presiden RI 2024-2029 

(Orang paling ikhlas utk rakyat Indonesia adalah Prabowo - Gus Dur)",Tsuroya Alfinnurin,positif,,
774,"Pak ganjar mungkin orng baik calon presiden yg merakyat,cuma salah masuk partai aja udh itu aja",Aciel #02,,positif,
775,Anies RB ❤,MASKONTOL Kuda,,,positif
776,"Trim, s mba nana.. Dengan adanya acara ini tambah mantap  sy menetukan pilihan sy ke pak Anis. Semoga 2024 pak Anis preseden nya.",Amira Hasna,,,positif
777,Pak pak anies baswedan presiden 2024,Hidayat Arimansyah,,,positif
778,Apa sih anies baswedaaaaaan🤣🤣,Yayuk Erna,,,negatif
779,Bacapres Kadrun omdo dan  bacapres Uzur yg unggul Jelas Pak Ganjar Pranowo RI 1 2024 yg lain  ketinggalan..🇮🇩,Suparmono Mono,,positif,
780,Ganjar kayak emosian amat ya disini wkwkw sabar pak,Mela Reginaz,,negatif,
781,All in prabowo 2024,Riza Prameswara,positif,,
782,"Prabowo jawabannya kurang berkualitas, mungkin sudah tua 😅😅",Ar NH,negatif,,
783,Si ganjar ngomong apa dari awal sampe akhir gua kaga ngerti 😮 malah kesan nya jadi mirip vicki,Muhammad Ihsan Kamil,,negatif,
784,Makin jelas Ganjar akan lebih mementingkan TKA cina dibanding tenaga kerja lokal makin tambah banyak pengangguran di negara sendiri dan makin berkurang pengangguran di negara Cina berkat petugas partai selamat,Raider K,,negatif,
785,"DUUUHHH ITU ANIS KOK DARI TADI CUMA “GINI,SAYA KASIH CONTOH”…..DUH NIIISSSS NIS…",Budi Prihatiningsih,,,negatif
786,semoga mba Nana dan tim semuanya dukung Anies 😀,Memo Jiran Gibran,,,positif
787,"Antara Bpk Prabowo dan Pak Anis  .. 
Jujur saya pilih Pak Anis , tapi feeling saya Bpk Prabowo yg akan mimpin Presiden nanti nya  ..",Struggle Footwear,positif,,positif
788,"Dr semua komentar sepetinya 90% pendukung pak anis, 
Semoga allah swt men takdir kan pak anis menjadi Presisden RI 2024 untuk kemaslahatan Rakyat🤲",Majlis Ku,,,positif
789,"Retorika pak anis mah bagus, tapi liat jejak karier sebelumnya gimana? jangan mudah terpancing dengan janji janji politik. Kalo sudah punya kekuasaan beda carita lagi",Ludwiq,,,negatif
790,"Jelas Banget bukan Ganjar Pranowo presiden berikut nya,Mohon Maav jgn Baper Ya
Lewat Forum ini Anis Jelas Lebih Mumpuni dan Sangat Bijaksana
Sangat Pantas Menjadi Preaiden Indonesia Berikutnya",Jamal Lutfi,,negatif,positif
791,Fix tidak milih ganjar,Aldila Caesarina,,negatif,
792,pilih prabowo aja daaah kita mh....kl yg kluar dr kndang banteng....ntr rempangnisai dah.....pulau mna lgi ntr yg di tumbalin,N Soraya,positif,,
793,PAK PRABOWO JAWABAN NYA NGAMBANG MULU.. Program doang banyak pas di tanya sistem nya hampir semua jawaban nya ngambang 🤦🤦,Hendriyanto Mendrofa,negatif,,
794,"jiwa nasionalisme pak prabowo sangat terlihat saya rasa, yang cocok memimpin republik ini 10thn kedepan ya beliau",Nabil Dada,positif,,
795,"Hidup bpk ganjar pranowo , lanjutkan bansos dr sabang smpe merouke , pembangunan indonesia raya ,.penerus ir .jokowidodo ok",bukhori rebo,,positif,
796,Smg p ganjar bisa jdi RI satu.menyimak cawapres 3. Hanya p ganjar yg jwbnya nyambung dari pertanyaan semua dari dosen juga mahasiswa. Bravo p ganjar,Suwito Suwito,,positif,
797,"Suka banget denger pak Anies bicara, gak ada yg dipotong sama skali serasa denger kuliah pi hebatny gak bosen n gak ngantuk... nyimak bgett 
Semoga bisa mimpin negeri ini dengan sangat2 baik2,
Dan untuk pak Ganjar, mohon maaf gak trlalu nyimak trlalu bnyak cerita n malah nunjukin diriny identitasny sesungguhny, belum jadi pemimpin udah hobi nyindir gimana klaw dkritikk ??
Dan untk pak Prabowo jujur salut, hebat, luar biasa pokokny... bisa gak gabung dengan pak Anies,, bersama jauh lebih baik... krna bpak berdua Hebat, pemimpin sejati 👍🏻",Septi Wahyu Trihandayani,positif,negatif,positif
798,"haduh anis pandai ngomong, kerja tidak ada🙃, kasian sama temen temen ini tergiring sama omongan anies tapi tidak melihat track record yang anies kerjakan, hanya pandai merangkai kata, tapi tidak pandai dalam bekerja, cermat lah dalam memilih dan berpikir.",Ricky Wardhana,,,negatif
799,Jauh sama pak anies semoga 2024 pak presiden,apa Surogi,,,positif
800,Sungguh menyedihkan jika Presiden Indonesia adalah Anies atau Prabowo.. kedua nya tidak memiliki konsep yang jelas dalam membangun Indonesia.. hanya teori yang di awang awang saja,C Y Setyandarta,negatif,,negatif
801,"Jujur Pak.Anis logis dlm penjelasannya dan ganjar muter"" selau mencari analogi untuk menutupi sebuah kesalahan yg nyata seperti pembahasan demokrasi di Indonesia..
Anis is the best..",Abyan Pranata,,negatif,positif
802,Ganjaran Pranowo the best 👍👍,Malca Winona,,positif,
803,Pak anis cerdas pak prabowo tegas...seandainy mereka berkaborasi...dr kalangan akademis+militer...klau pak ganjar maaf aq ga paham kya muter2 jawabNYa...klau kaya gini aku jadi galau pilih antara pak anis ato pak probawo...pilih 22nya boleh ga sich...,Fitri Lestari,positif,negatif,positif
804,Pak Anies lah yang paling paham dalam mengelola tatanan negara bergeraka mulai dari bawah..,Irya Marewo,,,positif
805,"PRABOWO YESS 2024❤️❤️❤️❤️❤️❤️❤️❤️❤️

DARI 3 KANDIDAT DIATAS...
GAGASAN YG JELAS DAN PROGRES UNTUK KEMAJUAN RAKYAT DAN BANGSA HANYALAH PRABOWO SUBIANTO 🔥🔥🔥🔥🔥🔥",ERLANGGA KIDS_OFFICIAL,positif,,
806,Prabowo presiden kuu,Midu Hamirun,positif,,
807,"Selama ini dukung pak prabowo, tapi speechless lihat jawaban2 dari pak Anies smart👏🏼",Roger17,,,positif
808,"Keadilan fersi anis kyk d dki,, korupsi yg d bagi2 adil/rata jdi g ada yg iri... Slma anis menjabat mafia2 korupsi mkin meraja lela+d biarkan j.",diran tj,,,negatif
809,Klo presidenya jangan macam 2😂hidup prabowo🎉🎉,Momy RAIL,positif,,
810,Doa saya semoga pak prabowo jadi presiden 2024 dan membuat indonesia semakin lebih baik,sri K retnowati,positif,,
811,"Maaf pak prabowo, slide nya kayak buatan guru smk",Fajar Gumilang Arya Yoga,negatf,,
812,Apa karena saya yg bodoh. Sehingga sulit menangkap apa yg di bicarakan pak Ganjar 😢,Echa_Esha,,negatif,
813,Masya Allah Tabarakallah pak anies ❤,Rizky Dhira,,,positif
814,"Mbak Najwa, kalau saya amati dari ketiga Capres, 1 pak Ganjar cukup bermasyarakat, ramah, suka blusukan seperti pak Jokowi tapi menurut saya tidak cukup untuk menjadi seorang presiden, 2. Pak Prabowo saya suka karena tegas, berani, patriot tapi menurut saya tidak cukup untuk memimpin Negeri ini karena 1. Pak Prabowo sudah  tua, secara fisik maupun pola fikir sudah beda dengan yang muda, dari kesehatan juga kurang ini penting bagaimana bisa mengatur negara dengan baik kalau fisik kurang sehat, tidak punya istri, jadi siapa yang jadi ibu Negara jadi menurut saya dari ketiga capres ya pak Anies lah yang paling pas cocok untuk memimpin Negeri ini, orangnya pintar, sabar, santun, bijaksana, akademis, rekam jejaknya juga bagus",SUNARYO YO YOK 64,negatif,negatif,positif
815,Pak Prabowo lucu dan keren andai saja programnya bukan kelanjutan pastii 100 persen menang mutlak,Nawer Rumbiaa rumbia,positif,,
816,PRABOWO  PRESIDEN  2024.  JIWA  NKRI...❤❤❤❤❤❤❤❤,DEN15,positif,,
