,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed
746,788.0,"Dr semua komentar sepetinya 90% pendukung pak anis, 
Semoga allah swt men takdir kan pak anis menjadi Presisden RI 2024 untuk kemaslahatan Rakyat🤲",Majlis Ku,,,positif,komentar sepet dukung anies moga allah swt men takdir anies presisden ri maslahat rakyat tangan angkat dan rapat sama
747,789.0,"Retorika pak anis mah bagus, tapi liat jejak karier sebelumnya gimana? jangan mudah terpancing dengan janji janji politik. Kalo sudah punya kekuasaan beda carita lagi",Ludwiq,,,negatif,retorika anies mah bagus lihat jejak karier mudah pancing janji janji politik kalo kuasa beda carita
748,790.0,"Jelas Banget bukan Ganjar Pranowo presiden berikut nya,Mohon Maav jgn Baper Ya
Lewat Forum ini Anis Jelas Lebih Mumpuni dan Sangat Bijaksana
Sangat Pantas Menjadi Preaiden Indonesia Berikutnya",Jamal Lutfi,,negatif,positif,banget ganjar ganjar presiden nya mohon maav bawa asa ya forum anies mumpuni bijaksana preaiden indonesia
749,791.0,Fix tidak milih ganjar,Aldila Caesarina,,negatif,,fix pilih ganjar
750,792.0,pilih prabowo aja daaah kita mh....kl yg kluar dr kndang banteng....ntr rempangnisai dah.....pulau mna lgi ntr yg di tumbalin,N Soraya,positif,,,pilih prabowo dah mah kalo kndang banteng entar rempangnisai deh pulau entar tumbalin
751,793.0,PAK PRABOWO JAWABAN NYA NGAMBANG MULU.. Program doang banyak pas di tanya sistem nya hampir semua jawaban nya ngambang 🤦🤦,Hendriyanto Mendrofa,negatif,,,prabowo nya ngambang mulu program doang pas sistem nya nya ngambang orang tepuk jidat orang tepuk jidat
752,794.0,"jiwa nasionalisme pak prabowo sangat terlihat saya rasa, yang cocok memimpin republik ini 10thn kedepan ya beliau",Nabil Dada,positif,,,jiwa nasionalisme prabowo cocok pimpin republik thn depan ya beliau
753,795.0,"Hidup bpk ganjar pranowo , lanjutkan bansos dr sabang smpe merouke , pembangunan indonesia raya ,.penerus ir .jokowidodo ok",bukhori rebo,,positif,,hidup bpk ganjar ganjar lanjut bansos sabang merouke bangun indonesia raya terus ir jokowidodo ok
754,796.0,Smg p ganjar bisa jdi RI satu.menyimak cawapres 3. Hanya p ganjar yg jwbnya nyambung dari pertanyaan semua dari dosen juga mahasiswa. Bravo p ganjar,Suwito Suwito,,positif,,moga p ganjar ri satumenyimak cawapres p ganjar jwbnya sambung dosen mahasiswa bravo p ganjar
755,797.0,"Suka banget denger pak Anies bicara, gak ada yg dipotong sama skali serasa denger kuliah pi hebatny gak bosen n gak ngantuk... nyimak bgett 
Semoga bisa mimpin negeri ini dengan sangat2 baik2,
Dan untuk pak Ganjar, mohon maaf gak trlalu nyimak trlalu bnyak cerita n malah nunjukin diriny identitasny sesungguhny, belum jadi pemimpin udah hobi nyindir gimana klaw dkritikk ??
Dan untk pak Prabowo jujur salut, hebat, luar biasa pokokny... bisa gak gabung dengan pak Anies,, bersama jauh lebih baik... krna bpak berdua Hebat, pemimpin sejati 👍🏻",Septi Wahyu Trihandayani,positif,negatif,positif,suka banget dengar anies bicara potong serasa dengar kuliah hebatny bosan n ngantuk simak banget moga mimpin negeri sangatsangat baikbaik ganjar mohon maaf simak cerita n nunjukin diriny identitasny sesungguhny pimpin hobi sindir klaw dkritik prabowo jujur salut hebat pokokny gabung anies bpak dua hebat pimpin sejati jempol ke atas warna kulit cerah
756,798.0,"haduh anis pandai ngomong, kerja tidak ada🙃, kasian sama temen temen ini tergiring sama omongan anies tapi tidak melihat track record yang anies kerjakan, hanya pandai merangkai kata, tapi tidak pandai dalam bekerja, cermat lah dalam memilih dan berpikir.",Ricky Wardhana,,,negatif,aduh anies pandai omong kerja wajah balik kasihan teman teman giring omong anies track record anies kerja pandai rangkai pandai cermat pilih pikir
757,799.0,Jauh sama pak anies semoga 2024 pak presiden,apa Surogi,,,positif,anies moga presiden
758,800.0,Sungguh menyedihkan jika Presiden Indonesia adalah Anies atau Prabowo.. kedua nya tidak memiliki konsep yang jelas dalam membangun Indonesia.. hanya teori yang di awang awang saja,C Y Setyandarta,negatif,,negatif,sungguh sedih presiden indonesia anies prabowo nya milik konsep bangun indonesia teori awang awang
759,801.0,"Jujur Pak.Anis logis dlm penjelasannya dan ganjar muter"" selau mencari analogi untuk menutupi sebuah kesalahan yg nyata seperti pembahasan demokrasi di Indonesia..
Anis is the best..",Abyan Pranata,,negatif,positif,jujur pakanies logis jelas ganjar muter selau cari analogi tutup salah nyata bahas demokrasi indonesia anies is the best
760,802.0,Ganjaran Pranowo the best 👍👍,Malca Winona,,positif,,ganjar ganjar the best jempol ke atas jempol ke atas
761,803.0,Pak anis cerdas pak prabowo tegas...seandainy mereka berkaborasi...dr kalangan akademis+militer...klau pak ganjar maaf aq ga paham kya muter2 jawabNYa...klau kaya gini aku jadi galau pilih antara pak anis ato pak probawo...pilih 22nya boleh ga sich...,Fitri Lestari,positif,negatif,positif,anies cerdas prabowo anda berkaborasi kalang akademismiliter ganjar maaf paham kaya muter kayak galau pilih anies probawo pilih duaduanya sih
762,804.0,Pak Anies lah yang paling paham dalam mengelola tatanan negara bergeraka mulai dari bawah..,Irya Marewo,,,positif,anies paham kelola tatanan negara bergeraka
763,805.0,"PRABOWO YESS 2024❤️❤️❤️❤️❤️❤️❤️❤️❤️

DARI 3 KANDIDAT DIATAS...
GAGASAN YG JELAS DAN PROGRES UNTUK KEMAJUAN RAKYAT DAN BANGSA HANYALAH PRABOWO SUBIANTO 🔥🔥🔥🔥🔥🔥",ERLANGGA KIDS_OFFICIAL,positif,,,prabowo yes hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah kandidat atas gagas progres maju rakyat bangsa prabowo prabowo api api api api api api
764,806.0,Prabowo presiden kuu,Midu Hamirun,positif,,,prabowo presiden ku
765,807.0,"Selama ini dukung pak prabowo, tapi speechless lihat jawaban2 dari pak Anies smart👏🏼",Roger17,,,positif,dukung prabowo speechles lihat jawab anies smart tepuk tangan warna kulit cerahsedang
766,808.0,"Keadilan fersi anis kyk d dki,, korupsi yg d bagi2 adil/rata jdi g ada yg iri... Slma anis menjabat mafia2 korupsi mkin meraja lela+d biarkan j.",diran tj,,,negatif,adil fersi anies kayak dki korupsi bagibagi adilrata iri slma anies jabat mafia korupsi raja ladi biar
767,809.0,Klo presidenya jangan macam 2😂hidup prabowo🎉🎉,Momy RAIL,positif,,,kalo presidenya wajah gembira urai air mata hidup prabowo party popper party popper
768,810.0,Doa saya semoga pak prabowo jadi presiden 2024 dan membuat indonesia semakin lebih baik,sri K retnowati,positif,,,doa moga prabowo presiden indonesia
769,811.0,"Maaf pak prabowo, slide nya kayak buatan guru smk",Fajar Gumilang Arya Yoga,negatif,,,maaf prabowo slide nya kayak buat guru smk
770,812.0,Apa karena saya yg bodoh. Sehingga sulit menangkap apa yg di bicarakan pak Ganjar 😢,Echa_Esha,,negatif,,bodoh sulit tangkap bicara ganjar wajah menang
771,813.0,Masya Allah Tabarakallah pak anies ❤,Rizky Dhira,,,positif,masya allah tabarakallah anies
772,814.0,"Mbak Najwa, kalau saya amati dari ketiga Capres, 1 pak Ganjar cukup bermasyarakat, ramah, suka blusukan seperti pak Jokowi tapi menurut saya tidak cukup untuk menjadi seorang presiden, 2. Pak Prabowo saya suka karena tegas, berani, patriot tapi menurut saya tidak cukup untuk memimpin Negeri ini karena 1. Pak Prabowo sudah  tua, secara fisik maupun pola fikir sudah beda dengan yang muda, dari kesehatan juga kurang ini penting bagaimana bisa mengatur negara dengan baik kalau fisik kurang sehat, tidak punya istri, jadi siapa yang jadi ibu Negara jadi menurut saya dari ketiga capres ya pak Anies lah yang paling pas cocok untuk memimpin Negeri ini, orangnya pintar, sabar, santun, bijaksana, akademis, rekam jejaknya juga bagus",SUNARYO YO YOK 64,negatif,negatif,positif,mbak najwa amat tiga capres ganjar masyarakat ramah suka blusukan jokowi presiden prabowo suka berani patriot pimpin negeri prabowo tua fisik pola fikir beda muda sehat atur negara fisik sehat istri negara tiga capres ya anies pas cocok pimpin negeri orang pintar sabar santun bijaksana akademis rekam jejak bagus
773,815.0,Pak Prabowo lucu dan keren andai saja programnya bukan kelanjutan pastii 100 persen menang mutlak,Nawer Rumbiaa rumbia,positif,,,prabowo lucu keren andai program lanjut persen menang mutlak
774,816.0,PRABOWO  PRESIDEN  2024.  JIWA  NKRI...❤❤❤❤❤❤❤❤,DEN15,positif,,,prabowo presiden jiwa nkri
775,817.0,"Dari awal saya tonton .Anies,ganjar dan prabowo..dan sampai habis...setelah itu saya ulang lg  ..ternyata saya mengambil kesimpulan Anies berbicara lebih pintar dan santun..1.anies tidak menggunakan data atau slide,karna mungkin sudah di dalam otak nya.2.berbicara nya santai tapi jelas mudah di fahami,tidak menggebu gebu,dan dgn emosi..3...nah 3 ini yg paling saya suka,sangat santun,beliau berbicara selalu menggunakan kata KAMI,bukan saya....I LOVE YOU pak anies..",like And Subcreber,,,positif,tonton anies ganjar prabowo habis ulang ambil simpul anies bicara pintar santun anies data slide otak nyaberbicara nya santai mudah fahami gebu gebu emosi suka santun beliau bicara i love you anies
776,818.0,PAK GANJAR JUARA 🎉🎉🎉,Rendy Avian Andriano,,positif,,ganjar juara party popper party popper party popper
777,819.0,Disini keliatan kualitas pak anies di atas para pesaingnya dan dari sini kita bisa menilai siapa yg layak untuk jadi RI 1.,Hendra Setyawan,,,positif,kualitas anies saing nilai layak ri
778,820.0,"Saya Dukung Anies..jikalaupun kalah,semoga Prabowo yg menang...
Satunya,,,,nggak deh 🙏",Syafiq Putra Jaya,positif,,positif,dukung anies jikalau kalah moga prabowo menang satu enggak deh lipat tangan
779,821.0,Pak Anies 🙏🏽,wahyu abimanyu,,,positif,anies lipat tangan warna kulit sedang
780,822.0,Anies for presiden,Rezhy,,,positif,anies for presiden
781,823.0,"Anies baswedan terbaik , gagasanya sangat logis dan sesuai dgn keresahan sebagian besar rakyat indonesia",Artsya Mural,,,positif,anies anies baik gagasanya logis sesuai resah rakyat indonesia
782,824.0,"Ganjar dan prabowo keren…. Fakta, data akurat, dan jenius",rezky marimpola,positif,positif,,ganjar prabowo keren fakta data akurat jenius
783,825.0,Ganjar tiada tandinganya... The best ganjar,Ujang Asep,,positif,,ganjar tiada tandinganya the best ganjar
784,826.0,"Janji di Kase banyak, pada Akhirnya tdk satupun yg laksanakan,   kampanye Prabowo sama persis dgn Jokowi , ujung ujungnya bohong semua",S. Muhsin Alhasni,negatif,,,janji kase satu laksana kampanye prabowo persis jokowi ujung ujung bohong
785,827.0,"pak ganjar lain yg di tanya lain pula di jawab, malah curhat 🤣🤣🤣🤣🤣🤣",akun baru23,,negatif,,ganjar curhat tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak
786,828.0,"terharu banget pak anis masih mikirin beasiswa buat kita2 kaum keluarga menengah yang kuliah, atau akan berkuliah...",Ornalis,,,positif,haru banget anies pikir beasiswa kita kaum keluarga tengah kuliah kuliah
787,829.0,Refleksi kehidupan beliau Jendral Prabowo Subianto walau hanya dengan hormat didepan kaca tetapi maknanya sangat dalam.. bismillah mengabdi untuk negeri ini tercinta Pak..,arie setiawan,positif,,,refleksi hidup beliau jenderal prabowo prabowo hormat depan kaca makna bismillah abdi negeri cinta
788,830.0,Pak ganjar hanya Memperbagus diri sendiri terus jawabannya malah muter muter,Ade Irfansyah,,negatif,,ganjar bagus jawab muter muter
789,831.0,"Anis. Lem aibon 83 M. Pulpen 125 M apakabar?
Ganjar. Kendeng apakabar?
Prabowo. Bingung saya sama penjelasanya!",bisron,negatif,negatif,negatif,anies lem aibon pulpen apakabar ganjar kendeng apakabar prabowo bingung jasa
790,832.0,Semoga pak anis sukses terus dan bisa membimbing Indonesia,Amuye1204,,,positif,moga anies sukses bimbing indonesia
791,833.0,Prabowo yang menang,P I,positif,,,prabowo menang
792,834.0,"Terimakasih pak Anies, saya sebagai penduduk pinggiran Jakarta, sangat merasakan manfaat yang baik dari dibukanya ruang terbuka hijau, yang dibuka saat bapak masih memimpin. Menang atau kalah di 2024 nanti, saya sangat bersyukur Indonesia memiliki orang dari pemerintahan, yang peduli terhadap masyarakatnya seperti bapak.",Afi Izzy,,,positif,terimakasih anies duduk pinggir jakarta rasa manfaat buka ruang buka hijau buka pimpin menang kalah syukur indonesia milik orang perintah peduli masyarakat
793,835.0,keren pak Ganjar,lulu tiger,,positif,,keren ganjar
794,836.0,"Pak anies baswedan dan pak prabowo adalah saingan berat, tetapi dua dua nya hebat maju terus",Moli Cantik,positif,,positif,anies anies prabowo saing berat nya hebat maju
795,837.0,Pak anis luar biasa. Terima kasih mbak najwa syihab semoga sehat selalu,Supartiningsih,,,positif,anies terima kasih mbak najwa syihab moga sehat
796,838.0,"Anis Luar biasa , semua bisa terjawab dan memuaskan , bacapres yang lain hanya mementingkan ego mereka , bukan gagasan fundamental yang memuaskan , topp pak anis",Ahmad Agil,,,positif,anies jawab muas bacapres penting ego gagas fundamental muas top anies
797,839.0,"Hebat sekali Pa Ganjar Pranowo , You are deserve become the next Indonesian President salut pak untuk misi dan visi anda, dan hasil kerja anda selama ini.",Yuni Mara,,positif,,hebat ganjar ganjar you are deserve become the next indonesian president salut misi visi hasil kerja
798,840.0,"Tetep prabowo.
Indonesia orsorsing metajalela di pimpin dr pdip",Wasis Efendi,positif,,,prabowo indonesia orsorsing metajalela pimpin pdip
799,841.0,Ketika pak anies diminta  merepleksikan diri tampak ada keraguan tuk memulai alias tdk lugas dan apa yg dilakukan tdk nyambung malah testimoni diri harusnya tegas dg slogan janji & motivasi perubahan kongkrit,muhamadzikri dinulhaq,,,negatif,anies merepleksikan ragu alias lugas sambung testimoni slogan janji motivasi ubah kongkrit
800,842.0,Ganjar gak layak jadi presiden,SUDIYAH,,negatif,,ganjar layak presiden
801,843.0,Ganjar cocoknya jadi stnd up comedi,SyamsirTia,,negatif,,ganjar cocok stnd up comedi
802,844.0,"Terlihat ramai sekali yang menyambut prabowo, all in prabowo 2024",Dimas rizky Firmansyah,positif,,,ramai sambut prabowo al prabowo
803,845.0,hanya pak anies baswedan yang menyampaikan gagasan diluar kepala tanpa membaca enak sekali pembawaan nya jelas tegas saat menjawab diberi contoh dan solusi konkritnya. orang pertama biasanya degdegan ini mah selow santai adem mantap djiwa,ayu Julida,,,positif,anies anies gagas luar kepala baca enak bawa nya contoh solusi konkritnya orang degdegan mah selow santai adem mantap djiwa
804,846.0,Tim pak anies sekeluarga 🫶🏻,Arlita Azka,,,positif,tim anies keluarga warna kulit cerah
805,847.0,"Anies Keren, Prabowo Luar Biasa",Curse of Ausir,positif,,positif,anies keren prabowo
806,848.0,"Mungkin ini takdir dr dulu suara yg saya pilih kalah. Mulai dr pilgub smp pilpres. Dan mungkin tahun depan saya pilih pak Anies, dan kemungkinan beliau juga kalah 😢😢😢",Catur Prabowo,,,positif,takdir suara pilih kalah pilgub pilpres pilih anies beliau kalah wajah menang wajah menang wajah menang
807,849.0,Bp Anies RI 1 Bismillah,Aep Saepudin,,,positif,bp anies ri bismillah
808,850.0,Terlepas dari itu semua kita sbgai masyarakat harusnya sadar saatnya bangkit Indonesia jgn smpk banteng lagi yg menang 😂prabowo dan ganjar semua partai kebo😅 dan memang juga kenyataannya anis yg paling cerdas,Ghea Yuni,negatif,negatif,positif,lepas masyarakat sadar bangkit indonesia smpk banteng menang wajah gembira urai air mata prabowo ganjar partai kebo wajah senyum lebar dan keringat nyata anies cerdas
809,851.0,Ketika pak prabowo mengatakan akan memberikan susu dan makan siang gratis di stiap skolah dan mencukupi gizi ibu hamil ga krasa air mata menetes..,muhammad zidan al alrsyadhi,positif,,,prabowo susu makan siang gratis sekolah cukup gizi hamil krasa air mata tetes
810,852.0,Anis sama seperti waktu calon.jadi gubernur dki ongomong nya manis setiap ngomong bibir nya terus dijilat2 itu tanda pembohong dan omongan asal bunyi fakta tidak ada..😂😂😂,Remundo Siburian,,,negatif,anies calonjadi gubernur dki ongomong nya manis omong bibir nya jilat tanda bohong omong bunyi fakta wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
811,853.0,Anis cocok bgt jadi presiden,Apaan Sih Gue,,,positif,anies cocok banget presiden
812,854.0,"Ganjar cermin dari jokowi dan kita udah bnyak melihat kwbijakan2 nya yg kadang cuma dilisan sja dan tak da pembuktian dan rekam jejak dimasa jokowi kurang baik banyak kontra dngan masyarakat. 
Tp anis teeliat tidak pernah bermasalah dan insya allah klau pemilih jujur dan adil pak anis lebih layak jdi presiden.",Indra Tanjung,,negatif,positif,ganjar cermin jokowi kwbijakan nya kadang lis dah bukti rekam jejak masa jokowi kontra masyarakat anies teeliat masalah insya allah pilih jujur adil anies layak presiden
813,855.0,"Pak Prabowo dari dulu masih abu-abu, Aq ngga ngerti tujuan dia mau bawa Indonesia kenarah mana sebab ngga ada konsep",Deprata ONE,negatif,,,prabowo abuabu erti tuju bawa indonesia kenarah konsep
814,856.0,Saya tetap Prabowo,Hadi Putra11,positif,,,prabowo
815,857.0,Keren pak prabowo👏👏,CeritaKu bxybx,positif,,,keren prabowo tepuk tangan tepuk tangan
816,858.0,"kalau anis jadi president indonesia pasti kacau balau,yg dia tau air hujan di arahkan ke laut bukan kedarat🤣 aku sih pak ganjar yg udah jelas merakyat😇NTT siap dukung dah",niva breezee The Iconic,,positif,negatif,anies president indonesia kacau balau tau air hujan arah laut darat tertawa terbahakbahak sih ganjar rakyat wajah malaikat dukung deh
817,859.0,"tanpa mengurangi rasa hormat saya ke bapak Prabowo , pak prabowo penuh dengan janji 2 sana dengan yg di sampaikan oleh presiden yg sekarang ,pak anis padat dingkat mudah difahami dan cerna",Ardira Camein,negatif,,positif,kurang hormat prabowo prabowo penuh janji presiden anies padat dingkat mudah difahami cerna
818,860.0,Di jaman sekarang ini banyak perang antar negara taun depan fix saya pilih prabowo karena dia tegas,Bipen Tamang,positif,,,jaman perang negara fix pilih prabowo
819,861.0,Dari semuanya hanya pak Ganjar yang memaparkan dengan data dan kejujuran berbuat bukan hanya janji manis tapi pengalaman nyata dari apa yang pernah dilakukan. FIX pilih Ganjar !!!!,Syifa Aisy,,positif,,ganjar papar data jujur buat janji manis alam nyata fix pilih ganjar
820,862.0,"Pak ganjar ketika ditanya terus menerus soal politik identitas kayak ga enak gitu,kalau saya melihat semacam jengkel karea memang pertanyaanyya begitu dalam😂",Reng Tanih,,negatif,,ganjar terus politik identitas kayak enak jengkel karea pertanyaanyya wajah gembira urai air mata
821,863.0,"anies keren tapi kemungkinan buat di setirnya itu besar karena dia kekayaannya kecil bet cok buat bacapres di usung sama 3 partai, balikin duid ke ke 3 partai deh pas jadi presiden",Ahmad Dani,,,negatif,anies keren setir kaya banget cok bacapres usung partai balikin duid partai deh pas presiden
822,864.0,"Ganjar jadikan untuk kepengurusan desa aja..!gk jadi presiden,klo presiden lingkupnya pak prabowo yg menguasai bangsa ini dan global manca negara",naga gutsu,positif,negatif,,ganjar jadi urus desa presiden kalo presiden lingkup prabowo kuasa bangsa global manca negara
823,865.0,asli membosankan prabowo,Ilham FadelM.,negatif,,,asli bosan prabowo
824,866.0,"Jawaban2 lancar semua kandidat, semoga bisa terealisasikan..
Mantap pak Ganjar",alwistore kotabaru,,positif,,jawab lancar kandidat moga realisasi mantap ganjar
825,867.0,😂😂😂 lelulon ganjarr,Nkayla Bella,,negatif,,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata lelulon ganjar
826,868.0,Saya pilih Prabowo,Hardinal Chaniago,positif,,,pilih prabowo
827,869.0,"Saya suka dengan gagasan Pak Anies, yg paling berani menyampaikan kondisi yg dihadapi rakyat Indonesia saat ini dan yg paling mengena mengenai pemerataan pembangunan yg selama ini hanya terpusat di Pulau Jawa sedangkan pulau2 lainnya seperti dianak tirikan. Semoga Allah melancarkan jalan Pak Anies menuju R1, kami sebagai anak daerah juga ingin melihat pembangunan yg berkeadilan di daerah kami Pak. Pengen pulang kampung tanpa harus khawatir kesempatan kerja daerah yg minim. Padahal sumber daya alam kami banyak yg diambil unt kesejahteraan/pembangunan di Pulau Jawa. Kami juga ingin menikmati. InsyaAllah Amin 2024",Reni Rahmadani,,,positif,suka gagas anies berani kondisi hadap rakyat indonesia kena perata bangun pusat pulau jawa pulau anak tiri moga allah lancar jalan anies r anak daerah bangun adil daerah pengin pulang kampung khawatir sempat kerja daerah minim sumber daya alam ambil unt kesejahteraanpembangunan pulau jawa nikmat insyaallah amin
828,870.0,"Semuanya merupakan calon bakal presiden yang bagus dan hebat, namun saya terpukau dengan refleksi dari pak prabowo, saya sampe meneteskan air mata melihat beliau begitu tegas dan menggelegar ingin indonesia mandiri, maju dan semakin dewasa untuk kedepannya..SEMOGA APA YANG BELIAU INGINKAN TERCAPAI TANPA ATAU DENGAN PAK PRABOWO YANG MENJADI PRESIDEN..Aamiin😇🩶",Channel_AR,positif,,,calon presiden bagus hebat pukau refleksi prabowo tetes air mata beliau gelegar indonesia mandiri maju dewasa depan moga beliau capai prabowo presiden amin wajah malaikat
829,871.0,"jawabannya spontan tapi terkonsep, lebih mengarah pada teknis yg akn dilaksanakan. bukan jawaban yg didengarnya spt wacana2 yg teknisny a entah bgmn nanti. hmmmmm makin tau siapa yg sebaiknya kupilih . Semoga Pak Prabowo sehat terus dan panjang umur.",Indriani Klaten,positif,,,jawab spontan konsep arah teknis laksana dengar wacana teknisny a hm tau pilih moga prabowo sehat umur
830,872.0,Anis ...yes,Muhammad Arsal,,,positif,anies yes
831,873.0,Pak anis memang mantap,Pak RT 003,,,positif,anies mantap
832,874.0,GANJAR PRANOWO REKAM JEJAKNYA KELUARGANYA UDAH SANGAT JELAS DAN PRESTASINYA UDAH JELAS NYATA 👍 NGGAK USAH DI POLES2 DNG RETRORIKA OLAH KATA2 NGIBUL 🤣🤣🤣,Eko Hery,,positif,,ganjar ganjar rekam jejak keluarga prestasi nyata jempol ke atas poles retrorika olah katakata ngibul tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak
833,875.0,Kelihatan lah Ganjar menguasai masalah dan potensi kedepan  dg konsep yg lebih konkrit dan mendarat. Bukan retorika mengawang awang,ega official,,positif,,ganjar kuasa potensi depan konsep konkrit darat retorika awang awang
834,876.0,Tetap anis baswedan,Idrus Ubaidillah,,,positif,anies anies
835,877.0,"Pak ganjar, mungkin kata katanya terlalu tinggi sehingga saya tidak bisah memahaminya... 😅",yusriadi prawira,,negatif,,ganjar bisah paham wajah senyum lebar dan keringat
836,878.0,"Kalo bukan di PDIP gua bakalan berpikir ulang deh utk coblos Ganjar, tapi hmm PDIP sih",Devaga Aliardhi,,negatif,,kalo pdip gua pikir ulang deh coblos ganjar hm pdip sih
837,879.0,"Anies ganjar maparin visi masa depan, prabowo tantrum & mewek",alien from earth,negatif,positif,positif,anies ganjar maparin visi prabowo tantrum mewek
838,880.0,"Bismillah,pak Anis gagasannya mantap",Amisdar Asdar,,,positif,bismillah anies gagas mantap
839,881.0,Hidup pak Prabowo mudah-mudahan diberikan kesehatan dan dapat berbakti untuk bangsa.,Umar Dahlan,positif,,,hidup prabowo mudahmudahan sehat bakti bangsa
840,882.0,"Bapak Prabowo semangat untuk Indonesia, refleksi yg sempurna 👍🇮🇩",Hobi ternak 441,positif,,,prabowo semangat indonesia refleksi sempurna jempol ke atas bendera indonesia
841,883.0,Prabowo Subianto TDK ada yg lain❤❤❤❤,Asmara Pohan,positif,,,prabowo prabowo lain
842,884.0,"PRABOWO KELASSS🔥🔥🔥 BAPAK PERTAHANAN NKRI yang membuat indo sekarang hampir masuk di 10 besar negara terkuat di dunia, karena dia tak ernah gentar ancaman.. 🔥",Rich Kamikaze,positif,,,prabowo kelas api api api tahan nkri indonesia masuk negara kuat dunia ernah gentar ancam api
843,885.0,PRABOWO PRESIDEN,septy satria hutama putra,positif,,,prabowo presiden
844,886.0,Ganjar terlihat lebih arogant dan emosional. Dari cara duduknya terlihat kesombongannya juga.,TV Media,,negatif,,ganjar arogant emosional duduk sombong
845,887.0,"ALL IN PRABOWO

PRABOWO LOPE❤LOPE❤",ifannya,positif,,,al prabowo prabowo lopelope
846,888.0,"Seorang calon presiden tidak mau disetir oleh orang lain, tp menerima masukan dari orang lain saya pikir Prabowo satu satunya orang yg sejauh ini tidak di setir oleh siapapun. Bahkan disetir oleh Koalisinya dahulupun tidak. Berani mengambil sikap meski itu banyak pihak yg akan tidak suka bahkan memusuhi. Hormat untuk pak jenderal Prabowo.",markus sugiarto,positif,,,calon presiden setir orang terima masuk orang pikir prabowo satu orang setir setir koalisi dahulu berani ambil sikap suka musuh hormat jenderal prabowo
847,889.0,"Saya belum bisa memilih karena saya harus mengetahui visi misi dan gagasan nya lebih luas lagi,,, tapi saya salut sama mas anies yaitu pas publik speaking gak ada kata ""eh"" atau ""hm"" atau ""apa namanya"" dll.",NURUL IHSAN,,,positif,pilih visi misi gagas nya luas salut mas anies pas publik speaking eh hm nama
848,890.0,fyi pak anis maju duluan karna absen pertama yaa guys👌,kevin santanael,,,positif,fyi anies maju duluan absen ya guys oke
849,891.0,"anis jangan dilawan kl ngmong g ada boroknya namun ngomong do
ang",much roni,,,negatif,anies lawan kalo ngmong borok omong ang
850,892.0,"Salut sama pak prabowo, masuk tanpa pengawalan, supaya bisa lebih dekat dan berinteraksi dgn rakyat. 👍",Anggara 6509,positif,,,salut prabowo masuk awal interaksi rakyat jempol ke atas
851,893.0,Semoga pak Anies terpilih amin❤❤❤,Alpais Pais,,,positif,moga anies pilih amin
852,894.0,"Ganjar ditanya A jawabnya B, plus muter² pula🤮",faisal,,negatif,,ganjar a b plus muter wajah muntah
853,895.0,Pakai catatan/teks....😅😅😅 KAYA Anies dong gagasan tanpa teks,salman farisi,,,positif,pakai catatanteks wajah senyum lebar dan keringat wajah senyum lebar dan keringat wajah senyum lebar dan keringat kayak anies gagas teks
854,896.0,"Spill Gagasan pak Ganjar is excellent, very clear by data visual. Bravo pak Ganjar Pranowo👍👍",Eliz 2017,,positif,,spil gagas ganjar is excellent very clear by data visual bravo ganjar ganjar jempol ke atas jempol ke atas
855,897.0,"Ide dan gagasannya pak anies adlh cerminan masyarakat banyak, suara rakyat yg sebenarnya, bukan misi pribadi atau cita2 pribadi, tp mmng kondisi saat ini perlunya begitu",Muhammad A Hasib,,,positif,ide gagas anies cermin masyarakat suara rakyat misi pribadi citacita pribadi mmng kondisi
856,898.0,Anies Menang = Kembali nya FPI .,"Rindo""",,,negatif,anies menang nya fpi
857,899.0,"Merinding mendengar refleksi Pak Prabowo, setiap kata yang dikeluarkan membuat saya terharu dan membangkitkan semagat nasionalisme seolah-olah siap maju perang untuk melawan penjajah 🙌. luar biasa sangat memotivasi Pak Prabowo",Ahmad Affandi,positif,,,merinding dengar refleksi prabowo keluar haru bangkit semagat nasionalisme maju perang lawan jajah angkat tangan motivasi prabowo
858,900.0,Top Anies,Andini Aulia,,,positif,top anies
859,901.0,Kalau gk prabowo presiden tentu pak anies pilihan rakyat yg ngarti paham,Muhammad Ipul29,positif,,positif,prabowo presiden anies pilih rakyat ngarti paham
860,902.0,"INDONESIA butuh sosok Presiden Sprti Pak Prabowo Subianto , yg tegas dan no drama2 👍",Jon Eddi,positif,,,indonesia butuh sosok presiden prabowo prabowo no drama jempol ke atas
861,903.0,Jos bnget tahap 1 pak ganjar,denmas nasrulloh,,positif,,jos banget tahap ganjar
862,904.0,Bgtu keras dan kukuh pengabdian serta keinginan beliau mnjadikan indonesia menjadi negara yg makmur brvo pak PRABOWO,alkhasani sani,positif,,,keras kukuh abdi beliau mnjadikan indonesia negara makmur brvo prabowo
