,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
4080,Serem suara pidato Prabowo. Nafsu amet smp bgt. Krh Prabowo didikan militer msh melekat. Tumben ga gebrak podium 🤣🤣. Serem inget peristiwa penculik jejak rekam Prabowo. Nauzubillah min zalik.,yuz salim,Prabowo,,
4081,"Mantap nih prabowo jadi presiden anis,ganjar gabung untuk jadi mentri.",priyatna _99,Prabowo,Ganjar,Anies
4084,"Salfok sama mba"" krudung abu pake kacamata di sebelah kirinya pas prof siti bertanya, manis polll😂❤",Naufal Fariz,,,Anies
4085,"Pak Prabowo pas refleksi diri di depan cermin bikin merinding dan menangis, seberapa banyak pengalaman hidupnya.",dsulistiayati official,Prabowo,,
4086,Pendukung pak Ganjar kok jarang yg komen y?,Nur Vikri,,Ganjar,
4089,ANIES 🤲+ 🇮🇩,Litho_Marco,,,Anies
4090,"Pak Anis urusin Jakarta aja kagak bener 
Ngadi Ngadi mau jadi presiden

Air hujan di masukkan ke dalam tanah 😅😅😅",DK 14,,,Anies
4092,"Menonton ini saya akan mulai menilai dari 
1. pak anis : menurut saya jawaban beliau ini on point mudah di mengerti arahnya kemana, namun saya khawatir beliau ini menjawab dengan sudut pandang yg sangat idealis..kawatirnya nanti ketika brd di pemerintahan (skala negara) sudut pandang ini bisa berubah..melihat dari impian beliau bahwa investasi misal toll diupayakan bs dinikmati juga oleh pemilik tanah, ini sangat idealis, nyatanya dlm kenyataan tidak smua orang sadar akan investasi, kalau untung sih aman.. nah kalau rugi? 

2. Pak ganjar : solusi2 dari beliau ini luar biasa sih, namun apa yg di lakukan oleh beliau ini sepertinya terlalu personal, mslhnya ketika kita sendiri yg harus turun tangan untuk penyelesaian mslh, dikawatirkan ada bbrp orang yg secara personal tidak bisa di selamatkan karena tentunya permasalahan setiap orang sangat beragam, dlm wktu yg bersamaan.

3. pak prabowo : beliau melihat sudut pandang masalah di negara ini, ketika konflik terjadi penyebabnya adalah kemiskinan,, menarik ini,, dan harapan beliau adalah dengan menaikkan gaji dan menambah investasi masuk,, masalahnya bagaimana kita digaji dengan layak ketika sklill dan kemampuan kita tidak mumpuni pak??",kebun_kumbid,Prabowo,Ganjar,Anies
4094,Pak ganjarr jossssssss,Slamet Riyadi,,Ganjar,
4097,tersentuh pas pak ganjar ngucapin kalimat refleksi😢,Englis Claudia Pratiwi,,Ganjar,
4098,"Saya merasa jdi bisa lebih memahami mengapa Pak Prabowo masih terus maju dan tidak menyerah dalam tujuannya memimpin bangsa. Pak Prabowo seperti memiliki trigger dri masa² lalu yg pernah dilalui mengenai pandangan² rendah orang² terhadap Indonesia, atau barangkali lebih buruk lagi yg kita tidak pernah tahu mengingat pengalaman beliau di luar negeri dan dunia militer, yg membuat beliau berkeinginan kuat memimpin bangsa dgn gagasannya, dan mengatakan sblm meninggal ingin melihat Indonesia bisa berdiri di atas kaki sendiri, yang membuat saya yakin utk memahami keinginan kuat itu. Meskipun realisasinya bkn hal yg mudah. Yg jelas, saya tidak setuju jika ada yg mengatakan pak Prabowo hanya 'ngotot ingin' jadi presiden. Terlalu sempit jika dipikir demikian. Justru saya rasa ada gagasan yang beliau genggam yang ingin beliau realisasikan untuk kemajuan Indonesia yang hanya bisa terealisasi ketika beliau bisa menjadi pemimpin nomor 1 di negara ini.. Tetapi Wallahu a'lam.. Saya sangat menghormati tekad dan semangat beliau. Jika saya salah, semoga saya diberi pencerahan oleh-Nya 🙏",cathrina young,Prabowo,,
4099,Refleksi yg indah dari pak Anies. Bravo pak Anies. Anies Baswedan for RI 1,sekoci ungu,,,Anies
4101,Pak anis cerdas dan mencerdaskan.👍.. Ogah pilih den bokep,Keluarga Fahilmiya,,,Anies
4103,anis for indonesia,Wauntung,,,Anies
4105,Cuma pak aniss yg ngomongnya lancar dan ga ada rekam jejak yg aneh2 pak Anies presiden RI 2024❤,Marini 3012,,,Anies
4109,"Awas banyak rezim yg menjatuhkan anies baswedan. Pilih lah dengan bijak karna indonesia butuh orang yg tepat. siapa pun pilihan nya kita harus terima yg terpenting satu, Pembuktian.",Dade drt,,,Anies
4111,"Anis pertama muncul aja udah pencitraan.. ini itu, bukan saya membenci, ini manusia hanya boneka.",Rasyid SiddiQ,,,Anies
4113,Pak anies semoga kata menjadi nyata yg terbaik buat indonesia🤲👏,Anda Nama,,,Anies
4114,Prabowo- mahpud untuk Indonesia emass,Sanusi Pandi,Prabowo,,
4116,anies ngomong doang😂😂,Sehatun,,,Anies
4117,kata almarhum gus dur yg paling ikhlas untuk indonesia adalah pak prabowo dan bagi saya yg terpenting indonesia bisa jaya rakyat merasa merdeka dalam segala hal...,chikom G2Q,Prabowo,,
4118,"Bukan cma pintar ngomong,,dia jg udh buktikan d Jakarta.
Hnya org berhati busuk yg tinggal d Jakarta yg g mengakui..
Sisanya si tukang hujat yg sma sekali g pernah nginjak Jakarta serta hasil dr produk buzer.
Realistis sja,,anis the best..",AKu padamu,,,Anies
4119,"Ganjar berbicara sangat tepat dan cerdas, berbicara sesuai dengan data dan dasar teori yang sangat tepat, tidak sedang berbicara seperti bernarasi yang hanya pinter ngomong tapi gak bisa kerja. Ganjar Pranowo paling tepat untuk RI-1 2024.",ariyanto telaumbanua,,Ganjar,
4121,"Gatau kenapa cuma sesi nya Ganjar yg gw skip dari 6,5 jam video ini 😂",limalimalima,,Ganjar,
4122,Anies ❤ the real leaders is the best,Wawa Slankers Sejati,,,Anies
4124,Pak anies tol mekarsari ke jonggol nanti dibangun nggak ?,RiantoDermanGanda Simamora,,,Anies
4125,Vote prabowo ✌️,Ari Wachid,Prabowo,,
4127,"Saya 34tn  warga JKT, maaf.. Pak manies urus JKT aja ga becus,, gmn Nusantara.. Hanguss!!",Mikael Bokau,,,Anies
4128,Dua periode aku mendukung prabowo.... Tapi sekarang aku pastikan Anies terbaik diantara ke 3 bacalon presiden,ear one,Prabowo,,Anies
4129,Sangat setuju ide dn gagasan pk prabowo,Martinus Milang,Prabowo,,
4130,"ANIES MUMET PUSING JAWABNYA MUTER GAK JELAS, GANJAR JELAS BANGET , PRABOWO SEPERTI GAK NGERTI APA APA.",Stassen Nathanael,Prabowo,Ganjar,Anies
4132,Bismillah Anies Presiden RI 2024-2029,BAM fun,,,Anies
4133,"Kenapa pak Anis nyalonin? Kenapa gak jadi wakilnya pak Prabowo aja. Pasti menangnya. Dua2nya hebat, berwawasan, disegani, pintar, nasionalis😢",Baby Athaf,Prabowo,,Anies
4135,Soal nyocot anies emang jago😂😂😂😂,Andi Mojokerto,,,Anies
4137,"Semua bacapres merupakan putra2 terbaik bangsa dan mereka memiliki kelebihan masing2.
Smoga kalian semua sehat2 wal afiat.
Aku suka pak ganjar krn kesederhanaanx dan kami memiliki kesamaan yakni berasal dr keluarga yg kurang  mampu dan ingin berjuang serta menjadi pionir untuk menjadi keluarga yg bangkit.
Semangat semangat semangat semua.
Mas Ganjar pilihanku",Hasan,,Ganjar,
4139,Bismillahirrahmanirrahim assalamualaikum wr WB bandung hadir dukung bapa Prabowo Subianto menjadi presiden RI 🤲🤲🙏🙏,Nia Banyu,Prabowo,,
4140,"2x pemilu sya dukung pak prabowo, setelah nonton acara ini insyallah pilihan utk Bpk ANIS BASWEDAN yg terbaik.",Anton Wijaya,Prabowo,,Anies
4142,All in pak Prabowo❤,Beni Bangke,Prabowo,,
4143,"damn, pak ganjar look so hot man",teddy bear ,,Ganjar,
4146,"InsyaAllah
Perubahan Indonesia bersama anis Rasyid Baswedan",Sonic Affriel,,,Anies
4147,Pak aniess smartt,Joli Alfandi,,,Anies
4148,anies wes Dhadekno presiden dholor.,Achmad Suceng,,,Anies
4154,"MENURUT SAYA DARI DULU YG PINTER CUMA ANIS ....... 
.... ........ ... Pinter ngomong 🙄🤔",Nur Yanto,,,Anies
4155,ANAK MUDA ALL IN PRABOWO,Ananda Sawfa Adryansyah,Prabowo,,
4156,Kayaknya hanya ganjar pranowo yg terbaik menurut saya ..,Ikun Nasi,,Ganjar,
4158,Psk snis baswedan maju teruu,Azis Gagap,,,Anies
4159,"Mas ganjar berbicara seakan-akan anda sangat mengetahui bagaimana TKA yg masuk ke Indonesia semua tenaga ahli, saya akui mereka ahli tetapi ahli berbahasa china tiongkok tetapi tidak semua ahli dalam pekerjaan yang ada, saya dapat membuktikan kepada Anda silahkan datang ke sultra (morosi) bahwa kata-kata anda salah dalam hal ini👍👍🙏🙏",Amril Harsyam,,Ganjar,
4164,"Terus terang kalau memang mau cari pemimpin Indonesia kedepannya saya lebih cenderung memilih Pak Prabowo, melihat latar belakangnya yang memang sudah memiliki partai sendiri dan juga partainya juga berperan sebagai koordinator di koalisinya. 
Pak Anis cerdas dan sistematis, Pak Ganjar Merakyat tetapi untuk sebagai presiden terus terang saya sanksi bahwa pak anis dan pak ganjar dapat bekerja pure tanpa intervensi dari partai pengusungnya.

Terima Kasih.

InshaaAllah kami sekeluarga memilih Pak Prabowo Subianto.",Romansyah Otomotif 15,Prabowo,Ganjar,Anies
4166,Andai Pak Anies Baswedan dan Pak Prabowo jadi pasangan capres dan cawapres..... saya dukung 100%,Windhy Octaviani,Prabowo,,Anies
4169,"Jawaban ganjar ga jelas ngalor ngidul ga karuan, keliatan ga cerdasnya. Sesuai hasil kerjanya selama mimpin jateng ga da perubahan apa2",Taqbir Haryadi,,Ganjar,
4170,Baca komentar kebanyakan +62 cenderung lebih memilih Anis dan Prabowo 🎉🎉🎉 Udah pada ngarti dan paham warga indonesia ini sama partai sapi atau kerbau itu y😅 😅😅😅,Tri Widiyarti,Prabowo,,Anies
4172,prabowo emosi banget wkwkw😂,Keluarga Diputra,Prabowo,,
4173,"Sangat disayangkan pernyataan prabowo ahir2 ini, satu mau meneruskan pembangunan IKN, mau pske uang dr mana, byr bunga utang aja hrs ngutang lg. Kedua, mau melindung jkw dan kelg. Kl mau mrlindungi dr segi hukum, berarti dia td menjalankan hukum yg benar dong",abduh ahmad,Prabowo,,
4177,Prabowo Yess... Siap dukung Prabowo Presiden 2024,Hendra Chandra,Prabowo,,
4178,Ganjar nya sih yeh ketua kerbau nya yg tida yes,apip,,Ganjar,
4182,Ciri2 pembual itu kalau habis ngomong bibirnya dijilat pake lidah. Fix si anies adalah pembual kelas tinggi.,bapak random,,,Anies
4183,Aku Wong Kendal Jateng siap memilih pak Anies Baswedan dadi Presiden RI 2024.,PEJUANG DEVISA,,,Anies
4184,Semuanya itu duit darimana ya ide gagasan pak Prabowo..😢,Budi890 Budi890,Prabowo,,
4185,"Awalnya saya berpikir golput saja setelah melihat adu gagasan di mata najwa, saya dukung Anis Baswedan, paling siap tanpa contekan, cerdas dan santun. Meskipun yg paling miskin kata mbak Nana.",Nanik Retno Widayanti,,,Anies
4187,"kesimpulan dari bicara gagasan ini menurut saya, lumayan mengenalkan kita pada sosok Orang orang besar yang jadi bacapres kita di kontes politik tahun depan:
1. Pak Anis yang sangat on point dengan kosep sederhana dengan visi penting yang mendasar buat negara kita berkembang dan sebagai pondasi negara Indonesia maju. berharap semua orang yang menonton video ini paham konsep sederhana ini yang memberi makna besar buat negara kita,(konsepnya cerdas)
2. Pak Ganjar, semangat yang luar biasa besar semangat yang luar biasa besar, dan turut diacungi jempol. namun menurut aku pribadi  elit di narasi tapi tidak dengan maknanya🙂strategi  monoton dan Indonesia minim pergerakan. mengutip soal asul asul Dana Desa, kita yang tinggal di desa minim pengawasan jadi rawan sekali dana tidak digunakan secara efektif modal “trust” ga bisa buat ciptakan desa yang maju dan akuntabel pak🙏🏻 apalagi di desa dengak ruwetnya kehidupan orang akan selalu fokus pada hal mendasar seperti sandang, pangan bukan turut aktif dalam proses pembangun desa.
3. Pak Prabowo, salut buat dedikasi bapak selama ini andai semua orang paham dengan apa yang bapak bicarakan, satu visi misi  bukan hal sulit buat bapak menang di kontes politik tahun depan. bapak memang di perhitung di negara ini dan sebenarnya itulah yang jadi tantangan bapak. bapak sudah jauh di level tertinggi dibidang ini sehingga bapak jarang sekali memperhitungkan hal hal kecil yang memang tidak penting tapi justru jadi bahan buat beberapa orang yg punya kepentingan, semoga bapak bahagia selalu🙏🏻

menurut saya pribadi aja yang punya perspektif berbeda boleh diskusi yuk🙏🏻🙂",Feni Dayanti R,Prabowo,Ganjar,Anies
4192,janji anis...... ups janji manis........,YABES SARAGIH,,,Anies
4193,Kulo milih prabowo subianto mawon ingkang gadah mental kuat nasionalis tinggi tajir melintir wis orak butuh duittt ..duite orak berseri ....ojo golek sing merakyat lan pura pura miskin .setelah jadi presiden kebijakan mencekik rakyat cilik ngakune wong cilik padahal licik .....pokoknya Prabowo all in ❤❤❤❤❤❤,pablo,Prabowo,,
4197,Bingung pilih pak Anies atau pak Prabowo 😢,Tika Kartika,Prabowo,,Anies
4206,pk ganjar yg layak jdi presiden,Lilin Mulyaningsih,,Ganjar,
4207,2024 - Anies Baswedan atau Prabowo Subianto pilihannya.... insyaAllah yang terpilih nanti amanah dan bisa membawa Indonesia lebih baik.. aminnn,Fitri Eka S,Prabowo,,Anies
4208,"Apakah ada kampret dan kadrun yang mendukung Anies Baswedan?
Jawabannya ada dan banyak.

Apakah ada kampret dan kadrun yang mendukung Prabowo Subianto?
Jawabannya ada dan banyak.

Apakah ada kampret dan kadrun yang mendukung Ganjar Pranowo?
Jawabannya jelas tidak ada.",jeksen manalu,Prabowo,Ganjar,Anies
4209,"Yang bilang pak anies pinter ngomong, memang benar, tapi apa yang keluar dari mulut adalah mencerminkan pemikirannya.",Indra Lukman,,,Anies
4210,"anjay ganjar slideshownya make jasa ketik...
kea desainan tim sukses, suport full ya org ugm ke ganjar... wkwkwk",Pal 8 Pale,,Ganjar,
4214,"Ingat ANIES Juga Petugas PARTAI, PARTAINYA NASDEM 😂😂😂

PAK SURYA PALOH LEBIH BAHAYA DARIPADA IBU MEGA ,  

SAYA LEBIH PERCAYA IBU❤",learn to learn,,,Anies
4216,"Anies.. gaya menggebu-gebu dg banyak narasi yg tidak masuk akal..
Ganjar.. inovasi yg lebih gaul..
Prabowo...?!? STJ",Obrien Siagian,Prabowo,Ganjar,Anies
4221,"Kalo acara seperti ini makin sering..
Mungkin pak prabowo semakin glagapan memberi jawaban..
Pertanyaan soal pengotak ngotakan masyarakat dan cara menghindari perpecahan..
Jawabanya malah soal giji anak dan kemiskinan..
Tapi realitanya yg terkotak kotakan mereka bukan orang miskin..
Bahkan yg memproduksi perpecahan mereka di kalangan terdidik..",Abdeen iyo,Prabowo,,
4222,Pak Anies  iPresiden  2024,Letti Sasmida,,,Anies
4223,Pemaparan Anis sangat bagus. Menghargai manusia dan profesi,deden zaenal,,,Anies
4225,"Jawaban Anis muter""😅",syaqila,,,Anies
4228,Lihat pak Ganjar rasanya adem...,Yudhistira_99,,Ganjar,
4231,In sha Allah Pak Anies next presiden 2024,Alif Khairul Amin,,,Anies
4232,Bismillahirrahmanirrahim All in Prabowo Subianto❤,Rx Gaming,Prabowo,,
4235,tong kosong nyaring bunyinya anis,SAHABAT 03,,,Anies
4237,"ada ekspresi yang tulus yang bisa dilihat dari pak anis, semoga aja ini benar.",Lk,,,Anies
4238,Indonesia butuh pemimpin jujur tegas merakyat itu ada pada paganjar kinerjanya tidak diragukan lagi sy tidak sy suka calon penghianat baru nyalon aja udah berhianat darihal kecil  udah begitu apalagi kerakyatnya,Dini Ara,,Ganjar,
4239,Tim Pak Prabowo❤️✨️,Fathii Fyy,Prabowo,,
4240,Salut buat pak Anis,jumadin prasyad,,,Anies
4243,"Ganjar msih mentah banget,gk jadi dukung dia.Maaf",LR21,,Ganjar,
4245,Insya Allah Anies Baswedan presiden ku,Cecep Lalang Febrian ,,,Anies
4246,"Terharu mendengar sesi refleksi Pak Prabowo, hanya tulus untuk bangsa tidak ego terhadap diri sendiri. Kalaupun beliau akhirnya naik, saya akan ikhlas ikuti. Asal jangan banteng lah 🗿",firmansyah pwk,Prabowo,,
4247,Pak Prabowo semoga sehat selalu. panjang umur. Aamiin,Nanda Febby,Prabowo,,
4249,"Dibayar brp tu yg Pura""foto ama ms Anis😅😅😅😅😅",A Żelv,,,Anies
4251,"kyk nya taun ini sudah fix pilih prabowo, setelah 2x milih jokowi. yang lain lawak",RendyHan,Prabowo,,
4253,Anies 🎉,Wan Scofield,,,Anies
4254,CAPRES GANJAR PRANOWO RAMBUT PUTIH .SH.MIP SHOLEH TEGAS CERDAS LUGAS BERNYALI PEMBERANI ANTI KORUPSI BERPASANGAN CAWAPRES Prof Dr KH MOH MAHFUD MD.SH.SU.MIP.PEMIKIRAN WALI AHLINYA AHLI HUKUM TATA NEGARA INSYA ALLOH MENANG 50%+1 KALI PUTARAN PILIHAN HATI NURANI RAKYAT MEMBANGUN BUMI NUSANTARA NKRI MAJU MELANJUTKAN KERJA NYATA IR HAJI JOKO WIDODO MENYONGSONG MASA DEPAN INDONESIA EMAS 2045 TERCIPTA ADIL MAKMUR SEJAHTERA BERKAH BAROKAH Aamin Allohumma Aamin ❤️❤️❤️❤️❤️❤️❤️❤️❤️.,Anggit Luthfi,,Ganjar,
4256,"Antara anis or prabowo for presiden, ganjar skip pilihan hidup orang dinyirnyirin 😅",guntur oktafiandi,Prabowo,Ganjar,Anies
4258,"Prabowo idealis tradisionalis, Anies idealis modernis, Ganjar mbuh gak jelas ngang ngong..",Rezqia Rakindo Official,Prabowo,Ganjar,Anies
4260,Selalu terharu setiap kata-kata yg disampaikan pak prabowo,Khairun Nisa,Prabowo,,
4263,BISMILLAH PAK SUARA SAYA SEKELUARGA PILIH BAPAK PRABOWO❤,Rizki Akbar,Prabowo,,
4266,"kita tuh harus pintar2 memilih pemimpin,pemimpin yang tegas dan memikirkan rakyat nya siapa lagi kalo bukan pa prabowo semoga pa prabowo menang coblos pa prabowo pasti indonesia maju hidup pa prabowo dukung terus pa prabowo😊",Reza Ayatullah,Prabowo,,
4267,"Dari ketiga Bacpres Jawaban Ganjar yang Logis & Ilmiah 

Anies terkesan Blunder & Mbulet.

Prabowo terkesan Monoton & fisiknya sangat kelehan.",Syaiful Rbc,Prabowo,Ganjar,Anies
4271,"Apaan sih ganjar, jadi MC kayaknya rendah banget di mata dia. Huh",Mr. Ars Channel,,Ganjar,
4273,Makin mantap pilih ARB biarkan prabowo jadi menhan utk rezim brikutx nanti.,Khairul Ismi,Prabowo,,Anies
4274,"SDH KELIHATAN MN PEMIMPIN YG VISIONER UTK KESEJAHTERAAN RAKYAT  DAN UTK KEMAJUAN BANGSA. MS ANIES TENTUNYA, cerdas, Sholeh, humanis, jujur, amanah, adil dan berprestasi",Jack Yuliant,,,Anies
4276,"Time 3.40.45 ganjar tanya siapa yg mau jadi pengusaha ?? Dy percya klo naak muda bisakreatif dn perlu dikembangkan itu betul. Tp dy lupa klo tidak semua siswa dr keluarga yg mampu untuk membiayai kemampuan anaknya agar berkembang, tidak semua anak memiliki modal untuk memulai mnjadi pengusaha. Makanya bekerja sebagai buruh di kantor/pabrik itu perlu untuk suatu pengalaman, dn income tambahan untuk memulai bisnis. Ga semua bisnis langsung lancar, pasti ada jatuh bangunnya, gimana klo pas jatuh kita tak punya modal lagi ?? Pasti nyari uang kan buat modal, 
Hmmmm. Di suruh usir TKA China malah bilangnya ""emang mampu menggantikan TKA china"" 😪",Erma Febriyanti,,Ganjar,
4277,Pak Anies Yes Yes Yes,Reza Ramadhani,,,Anies
4278,"Diawali yang mnis ditutup dengan yang membuat hati terkesima mantap anies & Prabowo 
Kenapa mereka gak bersatu aja yah. Anies presiden , Prabowo wakilnya",Maimunah,Prabowo,,Anies
4279,Pak Anies the best👍,ismadi madi,,,Anies
4284,"Ganjar menilai kebebasan dalam berpendapat 7.5 % itu sudah tepat,, masalah data dari salah satu lembaga riset itu bukan sebagai acuan yg akurat 
Kenapa pandanglah sejenak waktu lalu lihatlah hari ini sudah banyak kemajuan
Jadi jangan memaksakan yang tidak real diungkapkan menjadi kritikan",VIRGO NEWS TV,,Ganjar,
4286,Pak prabowo presiden indonesia,idia widiastutik,Prabowo,,
4287,"Tapi pak prabowo, ada smelter di sulawesi Tenggara gajinya sangat rendah, namun lebih tinggi gaji tenaga Asingnya dripda warga pribuminya",Imhank Nak Tkj,Prabowo,,
4288,"Kok ada buzer"" anis ya 😂 dibayar berapa?",FAKTA,,,Anies
4289,Yang pili Anies sadarlah . Beliau jd menteri aja di pecat. Dia jg mengkhianati Prabowo. Pdhal dia sndiri blg tidak akan maju sbgai Capres selagi ad Prabowo. Pemimpin itu hrus pegang ucapan bukan menjadi pengkhianat. Prabowo wlau byk dikhianati tpi tetap tidak menyerang balik. Sadar oii pengkhianat kok kalian bela .,Albertiskk,Prabowo,,Anies
4291,"GANJAR NGOMONG LIAT KE BAWAH MULU, APAKAH ADA PAPANNYA
GANJAR NONTON STREAMING ANIS GK YAH...",Ismi Khidir,,Ganjar,Anies
4292,"Ganjar menunjukan sikap bahwa dia tidak bisa menerima perbedaan pendapat, arogan ketika terpojok, yakin kek gitu mau dipilih jadi presiden??",Rima Anggraini,,Ganjar,
4293,Pertanyaan² yang diajukan kepada prabowo rata² tidak terjawab dengan spesifik. Semua jawabannya bersifat umum.,CHI Channel,Prabowo,,
4294,Woy komentar napa pada anis sama prabowo smua. Ganjar napa lah,berli aditya,Prabowo,Ganjar,Anies
4296,"Anies kesimpulannya : nasehat semua

Ganjar : proyeksi

Prabowo : pendekar",Santrian Bigeazy,Prabowo,Ganjar,Anies
4299,Insyaallah pak anies aamiin.,Enceng Anwar,,,Anies
4300,"Anis tak layak dan tak pantas jadi preaiden RI menurut saya kenapa,cara ngomongnya saja gemetaran mentalnya sempat drop menjawabpeetanyaan2 dr  Najwa sihab padahal awalnya tidak,coba perhatikan dr awal.gimana lagi kalau di gertar para mafia nanti,bahkan cara menghadapi orang luar dr  negara kita? Bakalan amburadul NKRI kalau pemimpinnya mental keeupuk pandai bicara tapi tak sesuai dg apa yg dibicarakan",Kamarudin Batam,,,Anies
4302,Ganjar Pranowo PRESIDEN. Amin...,Bocah Ponorogo,,Ganjar,
4303,"Pak prabowo pernah nyulik orang.
Pak ganjar pernah bilang suka nonton film porno.
Pak anis pernah bilang ga akan nyapres klo prabowo nyapres.

Ayo dipilih.",Muamar Ali,Prabowo,Ganjar,Anies
4309,godd why listening to ganjar feels like reading pkn book my dumb ass can't understand sht 😭😭😭,seung's diary,,Ganjar,
4310,"Pak Anies jawabannya Takties, Pak Ganjar cerita cerita. Pak Prabowo  tegas",Senopati Pamungkas,Prabowo,Ganjar,Anies
4311,"Saya awalnya berpihak ke Anies karna beliau punya konsep yang jelas, tapi setelah menonton sampai akhir di Live streaming ini Saya menangis saat pak prabowo bercerita sewaktu diminta bercermin… Beliau mencintai negara ini dan sudah menunjukkan cintanya dgn membela negara, memberi pendidikan dgn membentuk universitas, memberikan sumber air… mahkota RI1 pantas untuk Pak Prabowo 🥺💕",Code Blue,Prabowo,,Anies
4312,Selama durasi 6 jam gila nunggu pa prabowo doang😂,Firmansyah Tj,Prabowo,,
4313,"Selamat pak Anies ,saya dukung",M. Ismed Basya,,,Anies
4317,Anies Baswedan presiden,Nana hermawan,,,Anies
4318,pak Anies Rasyid Baswedan dan Pak prabowo dua negarawan yang punya gagasan dan pengetahuan yang luas tentang indonesia 👍.,capricorn 1401,Prabowo,,Anies
4319,"Anis hebat menyampaikan visi misinya tanpa teks, itu berarti sangat menguasai, semangat berasal dr hati utk mencapainya",Mariska Urhmila,,,Anies
4321,"sesak dada saya mendenger refleksi diri dari pak prabowo begitu hebat cita"" beliau agar indonesia menjadi negara yang di segani dunia kalo emang rejeki bapak 1 yang saya minta dari janji bapak pikirkan nasib kami dan anak cuci kami sebagai generasi penerus negara yang disegani dunia 🔥🔥🔥",firman yolan,Prabowo,,
4329,Alhamdulillah PAK ganjar,setyo budi irianto,,Ganjar,
4330,Pak anis insyaAllah 2024,Anis Rasyidin,,,Anies
4332,"Pak Anies Kereennnnn,,, tp Tunggu Prabowo pensiun dr PRESIDEN dulu",endah mistery,Prabowo,,Anies
4333,Prabowo dah ❤ anti PDI 🤣,IT'Z VIKA OFFICIAL,Prabowo,,
4335,"Beliau bukan mencari nama dan harta kekayaan (krna beliau sdh kaya dan terkaya dari ketiga cawapres). Beliau dgn segenap hati ingin Indonesia berdiri di atas kaki sendiri, bukan menjadi negara yang di atur oleh keserakahan ‘mereka’. Aku lebih memilih presiden yg tak gentar mempertahankan bangsanya. All in Prabowo Subianto ❤

Pak Anies sy akui gagasannya keren dan mudah diterima, karena latar belakang beliau sebagai ketua BEM seluruh Indonesia dan banyak organisasi lainnya.. sedangkan Pak Prabowo memiliki latar belakang sebagai prajurit, tentara & jendral dengan ciri khas ketegasan tersendiri (bukan teriak-teriak). Netizen tdk bisa menilai se-common itu tanpa melihat latar belakang masing2",Nafira Nada,Prabowo,,Anies
4339,Semakin mantap dukung pak Ganjar Pranowo 2024 RI 1,crvpvcmloroct,,Ganjar,
4343,Anies Rasyd Baswedan ❤️,Aziz Septian,,,Anies
4344,Pak prabowo i love u ❤,Chr Kowaas,Prabowo,,
4347,Sy tetap Ganjar.. Dia bekerja.. Bukan hanya bicara. Spt halnya Jokowi. Do'a kami u/ kesuksesan Ganjar aamiin,Rini S,,Ganjar,
4348,Keren Prabowo...,Andriansyah Simatupang,Prabowo,,
4349,"mbak najwa lupa nanya ama ganjar, “njar sukanya nonton bokep apa?”",opik mac,,Ganjar,
4350,Ganjar nrgomong gaada tepok tangan 😁,anggi nugroho,,Ganjar,
4351,BISMILLAH GANJAR PRESIDEN RI 2024.,Yossy Dlyy,,Ganjar,
4352,Pak anies.of course the best,nurhaisah angkat,,,Anies
4355,Keren smua calon presiden.😊😊 yg ku pilih hanya 1. Hayooooo siapaaa tebakkkk.  Pokonya Manis❤❤❤,MOHAMMAD ZIAUL HAQ,,,Anies
4357,"Banyak yg merasa kecewa dgn pak Anies padahal menurut saya pak Anies sudah membangun Jakarta dgn semaksimal mungkin, kalau mau mencari kesalahan / kelemahan pemimpin mah pasti ada aja kurangnya, tinggal apakah BELIAU mau di kritik atau tidak, tapi terlihat pak Anies sosok apa adanya, tidak neko2, jujur dan mengayomi, saya berharap pak Anies dapat kesempatan dlm membangun Negeri, tapi kalaupun belum terpilih, yasudah siapapun presidennya semoga dapat memajukan Indonesia.. Aminn..",Modi Gentala,,,Anies
4358,GANJAR PRANOWO 💪❤,Moh Yudi,,Ganjar,
4362,Blm duduk smua yg keluar dr mulut manis2 smua..,kapten Lery,,,Anies
4371,"ku pilih yg mempunyai cinta sama negara kita, jiwa nasionalisme tinggi .... 
pemimpin yg begini biasanya tulus lahir batin dari hati ingin mensejahterakan indo ..... 

PAK PRABOWO    ..... !!!",Nur lihiens,Prabowo,,
4374,"Jangan pernah kia memilih pemimpin yg secara tdk langsung merendahkan anak muda yg kuliah yg tk bekerja dn yg membanggakan orang luar,mengerikan hinaan pak ganjar itu😢",Anisa Alifia,,Ganjar,
4377,"Untuk teman2 pendukung P.Anies RB jngn hiraukan orng2 yg dengki, menjelek2kan & nyinyirin P.Anies tetap sabar kita hrs mencontoh P.Anies krn beliau orang yg sabar dlm menghadapi segala macam permasalahan & sebaliknya  jangnlah kita menjelek2kan Capres yg lain kita jaga kerukunan & saling menghormati..👍 56:03",stefanie apta,,,Anies
4381,Dah hanya Anies RB yg terbaik utk menjadi presiden nkri priode 2024 ~ 2029.,Bambang Guntur,,,Anies
4382,ANAK MUDA ALL IN PRABOWO🔥🔥🔥🤝,ALEX. BIZER,Prabowo,,
4383,PAK PRABOWO BEGITU NASIONAL LUAR BIASA,Danang Riansah,Prabowo,,
4385,Sdh Terlihat mana Pemimpin yang tulus untuk negara bp PRABOWO🔥🔥❤,ahmad khobab,Prabowo,,
