,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
2509,"#Ganjar Perlu PPT
#Prabowo perlu PPT
#Anies  No PPT
 Disini kita tahu Kualitas #Capres kejeniusan capres
Ingat......!!!!
Rakyat Indonesia tak butuh penjelasan #PowerPoint tapi
Rakyat Indonesia butuh pion untuk #Power",Debu Sendal Ulama,netral,netral,netral
2510,"Memang tinggi ilmu bro ganjar nih, mantap presidenku 2024-2029",Bosku official,,positif,
2511,"Ide dan gagasan pak Anies utk Indonesia bagus, namun sayangnya ibarat hati ingin memeluk gunung tpi tangan tak sampai. Dulu ikut pilgub, janji dp rumah o rupiah, ok oc, dan  sumur resapan.
Hal ini, sdh ada yg tercapai kah? 
Ayok Kaum muda berpikir lah cerdas dan cermat. 
Lihat dan amati, dan jadilah bijaksana dalam memilih presiden yang mampu mewujudkan Indonesia damai, makmur dan sejahtera. Event ini, mempertaruhkan masa Depan bangsa dalam 5 tahun' bukan 5 hari.",Hobby Samaeri,,,positif
2512,Saya dulu dukung prabowo tapi semenjak melihat jkt yg di pimpin anies saya jadi yakin bahwa anies lebih dari kata baguss,Nur Esa,positif,,positif
2513,Tetap pak Prabowo  pilihan terbaik...Aamiin.,Jas Man,netral,,
2514,Pkknya all in Prabowo,Sara Putri,netral,,
2515,"wkwkw pas pak anies, yg tepuk tangan pada males2an bgt, kayak udah cape denger omongan manis nya doang, buktinya nihil hehehe",VW VW,,,negatif
2516,"Ganjar Pranowo penerus Pa Jokowi sebagai Presiden 2024, bukan yang lain…!!!",Fitria Pamungkaswati,,negatif,
2517,"Pak ganjar lebih realistis, berpengalaman dan tidak mungkin ngibul.",Agus Januarta,,positif,
2518,"Jujur dan maaf saya lihat pak Anies Baswedan melihat ada kecerdasan manusia kalau lihat pak Ganjar Pranowo melihat ketololan manusia,",Maoell Maulana Muchtar,,netral,netral
2519,"Ide nya pak anies sangat inovatif dan memang itu yang di butuhkan anak-anak muda Indonesia dan seluruh rakyat Indonesia, keren, the best.",Fajar nafa,,,positif
2520,pak Ganjar memang oke untuk pimpin negri ini.,Supardiana,,netral,
2521,"Pak Anies tafsiran Keadilan bagi seluruh rakyat indonesia yang dimaksud Pak Anies itu bagaimana? Disaat 5 gagasan sudah ada, terjemahkan dulu Keadilan itu apa",Annisaa Thursina,,,netral
2522,"tetep pak ganjar boyy 
maju teruss pak",Jy Official,,positif,
2523,"Semua bagus, Pak Anis yg terbaik",Syahrul Rizal,,,netral
2524,"Mantap.... 
Dari 3 paparan Capres,,, 
Makin mantap sama
Anies.... In sha Alloh",Dion Sudiono,,,positif
2525,Pak prabowo keren,Didi Arsy,positif,,
2526,"Prabowo 2024, Make Indonesia Great Again.",Allukman Nurhakim,netral,,
2527,Kagum dengan statement pak Anies yang begitu mudah dipahami namun on point banget❤,Muhammad Aggil Segara Alamsyah,,,netral
2528,"Yg banyak komen yg milih Anis ya, apa Krena terlalu sdikit yg milih x ya 🤣🤣 pdahal yg lebih pintar, pro rakyat, kerja nyata itu pak Ganjar",Indra Setiawan,,positif,positif
2529,"3:41 ganjar blunder malah merendahkan profesi mc dan jurnalis, parah ini orang, terlihat najwa jadi berubah expresi wajahnya, sabar ya najwa",Bin Aof,,positif,
2530,"ganjar stress susah mbak nananya nangkap, ngalor ngidul lu ngomong",Sergiyuuu,,netral,
2531,"Untuk kalian yang bilang : anis cuma bisa omdo, realisasi 0.hanya ide bla bla bla.... Helloo... Ini kan acara ""Bicara Gagasan"", yang namanya gagasan ya ide yang memang belum direalisasikan. Gagasan itu planning (rencana), kalau yang sudah dilakukan namanya report (laporan) 😊 In fact, beliau selalu menyampaikan contoh nyata kerja beliau yang terkait gagasan itu. Hal ini penting untuk memastikan bahwa beliau memiliki background pengetahuan dan pengalaman yang cukup untuk merealisasikan gagasan beliau di masa mendatang. 

Untuk kalian yang bilang: ah.. Anis cuma pintar omong doang, manis di omongan, bla bla... 
Hello... Orang yang berpikir dan bertindak sistematis cenderung akan berucap sistematis juga. Berpikir, berucap , dan bertindak dengan penuh hati-hati dan penuh pertimbangan adalah karakter kematangan seseorang, apalagi dalam hal kepemimpinan. 

Yang paling penting, kemampuan berbicara beliau, ketenangan beliau menyampaikan gagasan, apalagi beliau sangat lancar berbahasa Inggris, kelak akan sangat bermanfaat untuk melakukan negosiasi dengan Pihak manapun, khususnya negosiasi dengan pihak luar negeri yang berurusan dengan Kolaborasi. Negosiasi ini sangat penting untuk daulat dan masa depan bangsa. 

Satu hal lagi.. Pemimpin adalah representasi bangsa. Akan sangat bangga jika memiliki pemimpin yang negosiasinya, idenya, gagasannya, dan komunikasinya mudah diterima oleh pihak manapun.
Silahkan lihat contoh ketika Pak Anis menyampaikan gagasan di depan para petinggi WHO, mereka seketika terkesan dan akan mendukung gagasan Pak Anis. 
Semoga jalan Pak Anis menjadi presiden yang mewujudkan keadilan sosial bagi seluruh rakyat Indonesia dimudahkan 🤲🤲🤲❤❤",Ummi Bidan Yayah Khuzaiyah,,,positif
2532,"Pak prabowo tidak mau refleksi di depan cermin, secara tidak langsung dia mengisyaratkan/mengatakan bahwa ini bukan tentang dirinya, tapi tentang rakyat dan bangsa.",Sandi Gustomo,negatif,,
2533,"3 calon bagus2, yg paling bagus Anis...semoga beliau jadi presiden 2024 dan amanah🤲",syahrul ansori,,,netral
2534,Pak prabowo ❤,Bayu Mahardika,netral,,
2535,"Sejauh ini Anies sih yg paling masuk. Tapi kan ini Indonesia. Lu punya duit, lu punya kuasa. 😂😂😂",JihadBeratBadan,,,netral
2536,Pk Anis di hatiku,muhammad khoerul anam ahmad,,,netral
2537,Udah prabowo aja,Sisa Berita,netral,,
2538,"Hanya pintar ngomong janji manis, tdk bs kerja, Indonesia mau dijadikan sumur resapan,  monumen sepatu, cat atap, dll yg semuanya tdk berguna.",Mandacan,,,positif
2539,"Bgitu byak ide dan gagasan yg sngat baik dri bcapres anies, tpi smua nya tdk akan trlaksana tnpa dukungan qt smua sbgai rkyat RI ini mwujudkan nya brsama Capres pilihan qt smua Anies Rasyied Baswedan !!! ❤",𝔉𝔯𝔵,,,netral
2540,"anis disetir partai , ganjar disetir partai juga , cuma prabowo yg ketum partai. yg punya kuasa atas partainya sendiri. kmren 2x pilih jokowi , skrg penjelasan prabowo bikin terharu dengan nada bicaranya & penjelanya yg tanpa basa basi & tegas , apa lagi pas bilang "" coret coret coret"" coba kalo calon yg lain , mana mungkin bisa jawab pertanyaan itu.  yg lain kan petugas partai.",gam gams,negatif,negatif,negatif
2541,_ #KITA PASTI MAMPU BERDIRI DI ATAS KAKI KITA SENDIRI  DI TANAH AIR KITA TERCINTA INDONESIA RAYA YANG KITA CINTAI INI# &___PRABOWO 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨❤️ menuju 2024 🇲🇨❤️❤️❤️,Mukminkung Lau,netral,,
2542,"In my humble opinion, buat saya Pemaparan pak Anies mudah dipahami dan realistis, pemaparan pak Ganjar terlalu bombastis tapi kemana2, pemaparan pak Prabowo sederhana apa adanya beliau namun tulus tidak dibuat2.  
Terima kasih mbak nana, membuka mata kami semua yg menyimak tayangan ini meski singkat tapi padat informasi. 
Terima kasih UGM sbg pihak penyelenggara, Semoga kampus2 lain pun dapat melaksanakannya.",Syafitri_K Arief,positif,positif,positif
2543,Bang anis 😊,Nhay SN,,,netral
2544,Dulu aku dukung jokowi kali ini pak prabowo,Andri jagat Raya,netral,,
2545,Kenapa anis yg pertama soalnya yg 2 capres itu niru dan takut wkwkwkkw,Abidin Rx,,,negatif
2546,Bondowoso jatim siap untuk Prabowo atau Baswedan ❤❤,Angga Lisa,netral,,netral
2547,Pembicaraan Anis mah rencana to dn terus rencana..disaat jdi guber DKI pun rencana rumah DP 0 rencana tidak ada hasil nya dari rencana itu..,Samon strek,,,positif
2548,"gagasan dari pak anies kelas sih, sangat jelas dan mudah dipahami, apalagi penyampaiannya santun dan adem untuk disimak, capres terbaik adalah pak anies  ❤",Firga Pratama,,,positif
2549,Sapa lagi kalu bukan pa Anis pilihan kita dan juga campur tangan Allah Ami...........n. yrb,Hadi Hi yakub,,,negatif
2550,Pak Anis 👍👍,ALDIE MILAN,,,netral
2551,Ganjar yes,Pai Di,,netral,
2552,"Kasian pak prabowo, kakinya skit kyknya",Afriyan Nugraha23,netral,,
2553,Posisi poto salah anies harusnya  di nomer satu,Dayyan hb,,,negatif
2554,Pak anis ini problem solver bgttt,Lyra Aulka,,,netral
2555,"buset di yutub komennya pada pilih anies, di tiktok pada pilih prabowo😂",Raihan 24,netral,,netral
2556,Leadership sangat terlihat di kpribadian pak ps.  Seperti org tua kepada anak anaknya... melihat rakyat itu.  Kejujuran pak ps sangat faktual. Lebih  apa adanya tanpa retorika yg indah namun kenyataan,Swasti Bahar,netral,,
2557,"Pak Anies kan ditanya langkah langkah penerapan ekonomi syariah, kok jawabannya malah berasumsi sendiri dan berteori. Langkahnya bagaimana pak? Itu yg ditanyakan.",Ade Aje,,,netral
2558,Ganjar okesih,Vivi Aprilia Megayanti,,netral,
2559,"Anis amanah.
Yg lain abu"".",bahagia2019 selamanya,,,negatif
2560,"Suku jawa kawal pk ganjar pranowo jdi presiden, krna beliau jujur iklas dalam bertugas",MB Production,,netral,
2561,"Pak Prabowo saat ditanya ngga nyambung jawabannya, ndladrah kemana mana",hiedayati nurul,netral,,
2562,Tim ahlinya Ganjar emang bagus nyusun presentasi sehingga program bacawapres nya jelas dan tersampaikan scr sistematis.,cr7,,positif,
2563,tiga kandidat calon pemimpin nomor tiga pilihan rakyat Anis Baswedan yes👍,Yinti Djafar,,,netral
2564,100% dukung pak Prabowo.,Chanif Humamzah,netral,,
2565,Anis gatot bissmillah,Muhamad Yusuf Al- Ghifari,,,netral
2566,"Keren bngt pak anis, semoga beliau yang mimpin indonesia di 2024",Albi Noe,,,netral
2567,aku tetap pilih pk ganjar harga mati,Nipah umi,,netral,
2568,"Dengah kejadian di pulau rempang, saya sangat yakin pak anies yg paling toleran, namun saya tetap mendukung pak ganjar dan pak prabowo bisa diangkat jadi mentrinya pak anies",Ghalank Jokerz,positif,positif,positif
2569,"Aku bukan mau milih PARPOL, tapi aku mau memilih PRESIDEN yang Jasmaninya  Sehat,Gesit,Usia 50+ , Cerdas,Wawasannya Luas,tidak memiliki latar belakang yang negatif dan Asli Putra Bangsa Indonesia! Karena memenuhi kriteria dengan senang hati saya memilih Pak Ganjar Pranowo Untuk Menjadi Presiden NKRI periode 2024-2029!!!Ini pendapat saya, silahkan pendapat anda!!!Terlalu banyak analisa dan hitung2an dari Parpol Koalisi ... sudah ngak jaman...maaf Indonesia bukan pulau Jawa saja!!! LOVE NKRI Harga Mati!!!❤❤❤❤",Rolasson Oklama,,negatif,
2570,Sebagai ahok garis keras dan anti red bull.. saya prabowo,Doni Rengga,netral,,
2571,Prabowo ♥️,Elsa Hasanah 2699,netral,,
2572,"Anis kebanyakan retorika,",Romdon,,,netral
2573,Fix.. siapapun presidennya kalau bisa jangan Anies lah 😅,Bambang Jepara,,,netral
2574,"Anis pintar ngoceh, giliran pembuktian ambrol...😂😂😂 asli pabrik kata kata manis. Trauma DP nol, OKE OCRET, Bahahaahha",GlowzAura,,,positif
2575,Prabowo for 2024,Ajie Anindito,netral,,
2576,dari sini saya jadi tau anies selalu di cekal dan dicari kesalahannya oleh rezim sekarang 😢,top_killaz13,,,netral
2577,"Kalimat penutup pak Prabowo dari hati paling dalam dengan jiwa prajurit yang ingin negara nya dihormati dunia, semoga terlaksana pak,",Robi Firmansah,netral,,
2578,Prabowo sdh ngos2an..seandainya pun jdi presiden. Krjaan nya cma dikntor tok dan kyknya kluar masuk prwatn...alhasil akan dimnafaatkn bawahan tokkk...gak akan bsa jdi pmimpn sat set,Ahmad Zacky,netral,,
2579,ANIS CUMA PINTER NGOMONG DAN TATA KATA 😂😂😂😂😂,ARIESCA AYU,,,netral
2580,"Bpk Anies Rasyid Baswedan Presiden Republik Indonesia 2024.



❤",Insan Al-bani,,,netral
2581,"cara pak prabowo menjawab pertanyaan pertanyaan dr peserta.. banyak jawaban dia yg tidak nyambung.. muter2.. jujur pendapat saya, dari sisi intelektualnya masih kalah dibanding Ganjar dan Anies..",Daniel Puar,netral,netral,netral
2582,Keren jawaban anies,DANIL,,,netral
2583,Skip anis dan ganjar langsung ke Prabowo saja.,NEZ WAY,netral,netral,netral
2584,Kok ganjar teriak2 sih wkwkwk,rafliTV,,netral,
2585,luarrr biasa pak Anies mb Nana 👏👏,muttia Channel,,,netral
2586,😢 Bikin terharu refleksinya Pak Prabowo. Hormat bapak jenderal 🙌👏,Top Tekno,netral,,
2587,"-Semoga pendukung prabowo sblmnya tetap setia.
-Semoga pendukung Anies yg notabene anti PDIP, bisa realistis & bersatu kalahkan PDIP dg 1 cara: pilih Prabowo. Jangan harap bisa kalahkan PDIP kalo suara menjadi terpecah: Anis - Prabowo
-Semoga pendukung Jokowi msh ingat bagaimana suara hati Jokowi yg meridhoi Prabowo pada pilpres besok.",Bochkuy_,positif,,positif
2588,Pak prabowo❤,Irwanto,netral,,
2589,"Gagasan Pak Anies adalah yang paling mungkin di realisasikan..
Cita2 nya tidak terlalu tinggi, mengutamakan perkembangan ekonomi dan kesejahteraan daerah.
Jawaban dari Pak Anies juga yang paling tepat dan cerdas serta mudah difahami.
Sungguh bijaksanan.",Dery Irawan,,,positif
2590,Pak Aniss..🎉,EL gaming,,,netral
2591,anies baswedan dan prabowo ngasih gagasany sangat jelas dan detail,Ramma Rizwan,positif,,positif
2592,"SUBHANALLOHHHH...PAK PRABOWOO..
DEMI ALLAH SAYA MENETESKAN AIR MATA..MENDENGAR KATA2 PENUTUP ANDA..
SEMOGA KITA TIDAK LAGI MENJADI MANUSIA TERJAJAH LAGI..
AMIN😭😭😭",CINDE LARAS Entertainment,netral,,
2593,Anis Presidentku,Hilmi__,,,netral
2594,"Dari acara mata najwa yg luar biasa ini
rakyat yg sekarang semakin pintar memilih dan menentukan siapa yg terbaik baik secara gagasan dan cara penyelesaian masalah rakyat dan, jawab pertanyaan dari doktor² dan profesor serta pertanyaan dari mba Nana.
yg jawabannya paling tepat dan jelas dan pasti Yaitu pak Ganjar pranowo.
semangat pak Ganjar 
pasti menang",Wyners Diberte,,positif,
2595,Pak Anis tetap no 1,Prayit No,,,netral
2596,"pak anis cuma bicara keinginan, ingin petani sejahtera, sekolah murah, biaya kebutuhan menurun tp caranya gmn pak? harus gmn supaya yg anda ocehkan itu semua bisa dicapai?
saya juga mau mah sekolah murah, harga bahn pokok murah, petani sejahtera dan lain-lain, tp saya ngk tau caranya gmn...!!
pintar bgt bpk ini klw mengolah kata-kata. mungkin dulu pak jokowi pernah kena olah sama kata-kata pak anies buat jadi menteri. eh rupanya zoong...!! trus ganti deh.",angri vector,,,positif
2597,Prabowo keren,Agung Trie,positif,,
2598,"kalo Ahli Tata Kata mah Anis jagonya..... Ketika praktreknya 0 Besar, bukti bahwa bicara masalah pendidikan, ketika jadi mentri pendidikan, kena resufle .... karena emang gagal jadi mentri pendidikan,",GOWES360,,,netral
2599,Pa Prabowo the next presiden,Al... 🇮🇩,netral,,
2600,ANIES BASWEDAN FOR PRESIDENT 2024,Bambang Supriyadi,,,netral
2601,"Pilihan semakin yakin, bahwa hanyalah pak Prabowo Subianto yg panyas memimpi bangsa kita 2024 dan seterusnya",Baron Rahmansyah,positif,,
2602,Ingat yg pilih anies. Udah tnya orang jakarta blum??? Pintar ngmong tpi bukti nyatanya?? Prabowo mmng terbaik tpi tidak wakilnya. Anies mmng pintar ngmong tpi buktinya apa?? Rumah 0 dp? Banjir turun harus dari tanah??,Mr. R,positif,,positif
2603,Prabowo Prabowo prabowo,BoToh osiien,netral,,
2604,Anis Baswedan 👍,Fitri Yana,,,netral
2605,"Ngomongin lapangan kerja untuk SDM sekarang butuh yang padat karya, ini malah nyambung ke teknologi dan AI yang bertolak belakang njar-ganjar",A d,,positif,
2606,"Mas Anis Baswedan org cerdas dan Agamis 👍,Pak Pranowo org jujur ikhlas dan kuat 👍.saat ini NKRI lg butuh org2 yg jujur sprti Pak Prabowo dan jg Mas Anis cerdas dan Agamis👍🙏🌹",Siti Asiyah,positif,positif,positif
2607,PRESIDEN PRABOWO ❤❤❤❤❤❤❤❤,Sani Sabaniyah,netral,,
2608,Kali ini anis baswedan kita angkat jadi presiden,exness,,,netral
2609,"Anis lebih mendobrak menuju perubahan untuk keadilan di negeri wakanda ini, lebih bersahabat, bismillah
Tapi prabowo tetap di hati",The Tarmizi,positif,,positif
2610,"sesi refleksi pak prabowo doang paling menyentuh, kaya murni dari siklus hidupnya banget 😢",Arllwys,netral,,
2611,Sudahlah pak Ganjar. Semua orang tau . Bagaimana komplotan anda bekerja.,Merlis Swijaya,,netral,
2612,JANGAN PILIH ANIS,Achmad Randy,,,netral
2613,🎉🎉❤❤ tetap BPK Ganjar Pranowo ❤❤❤🇮🇩🇮🇩🇮🇩👍👍👍 yg cocok penerus BPK presiden Jokowi ❤ untuk Indonesia 🇮🇩,Hh B,,positif,
2614,"Waduh, sekolah di Eropa dimana, Pak Prabowo? Dimana yang guru-gurunya rasis segawat itu sampe bilang penduduk di negeri kamu tinggalnya di pohon. Di Swiss atau American School di Inggris? Atau sekolah lain.",H Kader,negatif,,
2615,Anies Baswedan Cocok Memimpin Negeri yang Besar NKRI,Suryadi 1991,,,netral
2616,"Bisa di lihat dari cara Prabowo bersikap dan menyikapi setiap pertanyaan dari najwa sihab, terlalu otoriter dan gak mau terintimidasi. Dan sikap kepemimpinan Spt itu sudah tidak relevan di zaman sekarang",endang setiawan,negatif,,
2617,Membara sih pak prabowo subianto 🔥🔥🔥🇮🇩,SndFishing,netral,,
2618,Perkatakan ganjar ga sama dengan praktik nya,Sri Anto,,netral,
2619,"Gagasan dan jawaban yg di Sertai fakta itu baru jos,, dan aku melihat cm ada di PAK GANJAR,,BISMILAH PAK..KULO MILIH BPK",Lenovo 77,,netral,
2620,PAK PRABOWO THE BEST!!!!!!!!!!,Angie Pranandari,netral,,
2621,Masya allah pak anies dan pak prabowo 💙,Miftha Huul Jannah,netral,,netral
2622,"Anies Baswedan bisa dipastikan orang yang tidak bisa diberikan kepercayaan karna beliau lupa akan balas budi seseorang mirip2 dengan Jokowi saat itu. Saya salut dengan pak Prabowo walaupun dikhianati orang2 yang sudah di bantunya untuk sukses sama beliau, beliau tetap berlapang dada menghadapi orang2 yang dulunya tanpa campur tangan pak Prabowo hanyalah sebutir sampah politik itu sendiri dan ini adalah fakta yang akan tercatat dalam sejarah dinegara kita kedepannya.",Andi lamalanto PPNI,positif,,positif
2623,udah bosan planga plongo.  cari pintar untuk presiden kita.. anis presiden.. mantap,Rafdika Permana,,,positif
2624,Pak Anis beri keadilan kpn tki TKW pak kenapa jika sudah pulang indo mau kembali lagi berkerja k Ln d persulit pak..,Widaury Widaury,,,netral
2625,Ganjar cerdas...,Anggara Pribadi,,positif,
2626,Ganjar utk RI 1..,Bobot81,,netral,
2627,penasaran seri sepatu ortuseight pak Ganjar 😂,Fam Betty,,negatif,
2628,"6:26:06 satu catatan khusus prabowo pernah hidup diera indonesia sedang tidak baik² saja jadi tau yang apa ia harus kerjakan dan tegar pantang menyerah dengan jiwa patriotisme nya , Indonesia maju dan sejahtera rakyatnya",Ady sant,positif,,
2629,Kok ada yg ga milih pak Prabowo,Haerullah99,netral,,
2630,"objektif menurut saya tnpa mendukung bacapres siapapun  : 

1. anies

jawaban sesuai dengan pertanyaan mudah di pahami dan di mengerti over all 85% 

2. ganjar

jawaban sesuai dengan persepsi pribadi tanpa sehingga jawabannya subjektif over all 75%

3. prabowo

mohon maaf jawaban sangat tidak sesuai dengan pertanyaan,, smua pertanyaan di jawab dengan pemikiran yg sama pdahal pertanyaan berbeda,, esensi pertnyaan di jawab dengan 1 akar msalah ibaratkan 1 kandungan obat utk smua penyakit.. over all 50%",diki kinkonk,negatif,negatif,negatif
2631,Pak Ganjar pilihanku untuk menjadi Presiden RI 2024 dengan gagasan gagasan yg cemerlang untuk menjadikan Indonesia negara yg maju diberbagai sektor..bravo..pak Ganjar Pranowo dengan segala hormat..,Metta Soraya,,positif,
2632,Pak Anies❤❤❤❤,Asnidar Yonizam,,,netral
2633,"Kok banyak yang ngomong ganjar ga jelas.. kayanya aku dengerin aman"" aja dah.. aku dengerin semua paham semua si.. 😅😅

Ini yang ga paham orang"" beneran kan? Bukan pendukung calon lain gitu kan ya?",K,,positif,
2634,Cuma ganjar yg ga nyambung,Lion,,netral,
2635,Pak Ganjar Ok. The Next for 2024 👌👍👍👍👌,Ratiyanto Yanto,,netral,
2636,NGELAWAK GANJAR,Gav Autophile,,netral,
2637,GANJARR GANJARRR AWOKAWOK SEKALI,EM Fadly,,netral,
2638,Anies baswedan,AGAM KULINER,,,netral
2639,"Bingung jawaban ganjar,",Uti Danu Wahyudi,,netral,
2640,"Saat2 ini kita sedang dan akan terus melihat Masifnya pergerakan underground melalui komentar2 di banyak Video agar seakan2 merepresentasikan netizen lbh byk dukung Anis, tentu didukung pula oleh kematangan Metro TV dlm meng-create narasi di Sosmed & TV. Hal ini jg menunjukkan Pengalaman & sepak terjang grup SP dlm urusan Personal Branding. Meskipun org yg cerdas akan melihat indikator kelayakan Capres tentunya tdk bisa dr sekedar baca komen2 org. Nah, gimana hasilnya nanti? Kita saksikan saja",Benny Cung,,,positif
2641,Udah selesai nonton 6 jam full tanpa skip dari 3 bacapres dikasih sesi yg sama yaitu refleksi saya liat yg bener bener tulus pure ttg bangsa ya Prabowo ya Mudah2an bisa terealisasi semuanya,ayu samputri,positif,,
2642,"Anis pandai berbicara hasilnya banyak Nol.
Ganjar terlalu banyak yg hasilnya tdk akan swsuai omongan
Pak prabowo tdk banyak janji tapi punya vita² mulia untuk masyarakat indonesia
Apa Ada nya program nyata dan memang sdh tau apa yg harus di lakukan.
Insya Allah pak prabowo presiden 2024
Anis banyak program Nol.hanya kata²",Arie,positif,positif,positif
2643,Rencana pak ganjar untuk memperbanyak sekolah vokasi di jateng adalah langkah strategis yang dapat membawa dampat posif dalam jangka panjanh.  Ini adalah investasi dalam masa depan Indonesia yang patut diapresiasi,Ittanur DyahCn,,positif,
2644,Pak Anies keren sih,Fardhani Wanza,,,positif
2645,Anies dikritik hanya pintar omong. Pintar merangkai kata.,WIDODO. S.Pd. M.Si.,,,positif
2646,Pak ganjarrr❤,yuss,,netral,
2647,Ntah knp dulu sy mndukung prabowo tapi skrg sy suka sama pak anis baswedan..aku jujur sich,Syaeful Lutfy,netral,,netral
2648,"Dari video ini kesimpulan saya untuk

Ganjer : Emosian, Intonasi suara ga bisa dikontrol, merendahkan profesi orang lain, narsis (kebanyakan saya saya saya saya pdahal yg kerja bukan dia doang), kebanyakan cerita yng g penting daripada ngejawab pertanyaan, cringe bgt sumpah, mempermalukan mahasiswa yg kurang mampu dipublik (maaf maaf maaf). pokonya eneg sama ni org.

Prabs : Bapak udah sepuh pak, udah saatnya bapak pensiun ato jadi pengusaha aja jangn trjun di politik lagi, bapak udah kelihatan ga kompeten lagi soalnya bapak klo jadi presiden bakal (menyerahkan masalah negara sama pakar2) yang seharusnya itu bapak sendiri. Ragu ragu dengan pendapat pribadi, ga konsisten pas bagian bagi bagi uang. ga perlu joget2 kesannya jadi ga berwibawa. Bingung mau jawab apa untuk pertanyaan2 yang dikasih karena memang ga mengerti sistematisnya bagaimana, soalnya bapak prajurit kan.

Pak Anies : gatau lagi saya paaak, elegan, masuk akal, cerdas, gapake slide2 langsungg jawab pertanyaan dengan tepat, terstruktur, hati2 dalam berkata, ga suka menjatuhkn org lain, termiskin dari 3 capres karena pas menjabat ga makan uang haram. BEST CHOICE AMONG THESE 3 PEOPLE. orang cerdas bakal pilih anda sih pak, kecuali buzzer kelaparan.",mhdalifalhdr,,,positif
2649,Cm bisa bharap dan berdoa anies presiden .. biar indonesia lebih baik .. ga soal pmbangunan skrg2 ini lagi darurat kurang memanusiakan manusia 😊,NABIL'S FAMILY,,,positif
2650,Dari semua jawaban emang Yang Muda Yang Jago Bicara.. Prabowo emg kurang soal kemampuan berbicara masalah gagasan.. Tp ntah kenapa hati ini masih stay di Pak Wowo 🥲 yakin deh dia tipikal Walk The Talk.. Ga banyak omong tp banyak gerak n kerja.. Yg lain macem2 ya udahlah.. Hati kan ga bs diboongin ya gais 😅,Cecylia Rosmala Sari,positif,,
2651,"Klu d bndingkn cara kinerja 3 calon presiden, ..hnya pak Anies  yg kerja nya tulus, tegas, amanah..d bndingkn yg dua calon Prabowo & ganjar",Bayu Ahmad,positif,positif,positif
2652,All in prabowo 🎉,Siti nur Alya novianti,netral,,
2653,Ganjar ngomong korupsi rasa nya lucu sekali padahal dia disebut soal kasus korupsi ektp dan partai nya partai terkorup nomer 1,Ceppy Maulana,,netral,
2654,Anies keren gagasannya,alvin satria,,,positif
2655,"Sebagian besar yg komen sih dukung pak Anies yah, berati banyak orang2 yg cerdas 😊 inshaAllah tahun 2024 Anies Presiden!!",Dwinda Ramadhani,,,positif
2656,Perabowo gajar❤❤❤❤❤❤❤❤❤❤,Habib wcom Habib,netral,,
2657,Oke oce gagal anies,Patrick,,,netral
2658,Sebenernya pa Anies yg paling bagus janjinya tapi klo liat dia di DKI hmmmm,meida mitasary,,,positif
2659,Gw mah Ganjar aja deuh...yg nyata dan hasilnya ada...yg ke lainnya hanya OM DO DOANG😂😂😂,Iwan Nugraha Diamanti,,netral,
2660,setiap kali bapak prabowo dan pak anis bicara itu sangat meriah 🎉 dan kata2 serta narasi mereka mudah di pahami 🙏,Al Hanif,netral,,netral
2661,"Dulu pilih jokowi, sekarang diantara ke3 capres, lebih realistis prabowo sih.",TEGAVERS,positif,,
2662,Prabowo pilihanku,Muhammad Habib,netral,,
2663,Emosian ya Orang nya…Semangatnya si OK seusia Prabowo,mateus aritonang,netral,,
2664,"Ideologi sikap dan otak 2024
Prabowo subianto",Squilliam Fancyson,netral,,
2665,"kalo dinilai dari sini, secara personal, ganjar paling oke. tapi..hmm",bolaa,,netral,
2666,"Fix umkm gk stuju sama anis saya pelaku umkm trlalu mudah ijin usaha, umkm sprti itc , sektor2 mall mini mall akibat mudahnya ijin , malah hancur omset jblok ,, fix no anis",ade fikri,,,negatif
2667,jawaban pa prabowo soal kpk kayanya tidak ingin merendahkan keputusan pa jokowi dia tidak ingin menjatuhkan pimpinannya. pa prabowo salah satu org setia kpada pimpinannya,Muhammad Hidayat,netral,,
2668,ganjar ini ngomongnya ngelantur... mutar muter gak todo poin,andi wahyudi,,netral,
2669,"Faktanya masih pdip yg paling tinggi kasus korupsinya, ganjarnya keren cuma karna partainya PDIP skip duls",satrya agung,,positif,
2670,ganjar kebingungan mau nyari jawaban 😂,amam,,netral,
2671,Saya akui pak anies itu pintar dan idenya bagus tapi apa smua itu bisa di implementasikan.kami sebagai rakyat tidak butuh janji kami hanya butuh bukti,Junaedi Jun,,,positif
2672,Gagasan pak anies adalah suara hati rakyat yg selalu dikeluhkan.. AMin Harapan rakyat,Syathir Almakky,,,netral
2673,"Bismillah... pak anies presiden
indonesia lebih baik🇮🇩 jangan ada banteng lagi ya allah..",rio alifkha,,,positif
2674,Ganjar lebih realistis dan lebih tenang,Pak Rt,,positif,
2675,"Pak prabowo sih, refleksinya bikin mrinding",Ponimin Holidik,netral,,
2676,Betul prinsip keadilan mantaaapp pak anis,M. Abdi Habibuddin S.E.,,,netral
2677,Alll in prabowoooo,Pino Reinaldo,netral,,
2678,"Inget kata gusdur, prabowo orang yang paling tulus buat negara",Lalu Arju,positif,,
