,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed,Prabowo2
3408,6541,pak prabowo paling oke bgt❤,vinlysa lonely brittany garcia,Prabowo,,,prabowo oke banget,1
3409,6545,"4:12:20  soal pendidikan tinggi mahal, gw lebih setuju sm anies yg bilang yg mampu akses keluarga golongan menengah atas (walaupun kita ga tau apa aja yg dikorbankan biar bisa kuliah) + yg golongan kurang mampu (ketolong beasiswa dr negara/swasta).. yg gajinya segitu2 + ngepas bgt sm biaya hidup ga bisa kuliah karena ""kurang miskin"" atau ""kurang kaya""...

contoh nyata banyak yg curhat di menfess twitter yg baru lulus, struggle cari kerja, dapat omongan ""udh dibiayain kuliah mahal masih aja nganggur"" dari orang tuanya, artinya apa? bapaknya struggle kuliahin anaknya dg harapan lulus bisa cepet dapat kerja, kl kuliah ga semahal itu gw rasa ga bakal ada omongan begitu... 

terus ngejawab pake contoh penerima bidik misi, dr jaman sby juga udh banyak bgt yg terima bidik misi, masalahnya di golongan tengah yg ga mampu bayar kuliah, pasti ga sedikit org dekat kalian yg scr akademik pinter tp lebih milih kerja drpd kuliah karena ga layak dpt bidikmisi tp ga mampu bayar kuliah




.. satu lagi, LPDP buat magister sm doktor, gw rasa yg dibahas penanya itu soal pendidikan tinggi level sarjana, masa ga paham?",F H,,,Anies,didik mahal gue tuju anies bilang akses keluarga golong tengah tau korban biar kuliah golong tolong beasiswa negaraswasta gaji segitu ngepas banget biaya hidup kuliah miskin kayak contoh nyata curhat menfes twitter lulus struggle cari kerja omong dibiayain kuliah mahal nganggur orang tua bapak struggle kuliahin anak harap lulus cepat kerja kalo kuliah mahal gue omong ngejawab pakai contoh terima bidik misi jaman surabaya banget terima bidik misi golong bayar kuliah orang akademik pintar pilih kerja kuliah layak bidikmisi bayar kuliah lpdp magister doktor gue bahas pena didik level sarjana paham,0
3410,6548,Pak Anies (Bapak Tersantuy dan bikin adem)...Fix Dukung Anies Baswedan,Yure TV,,,Anies,anies tersantuy bikin adem fix dukung anies anies,0
3411,6551,Pak ganjar lebih cocok jadi dosen,Siti salbiah,,Ganjar,,ganjar cocok dosen,0
3412,6554,Tetep ganjar 🤟,Yuyek keyuy,,Ganjar,,ganjar gera sayang kamu,0
3413,6555,All in prabowo❤,Zumar Sajaaa,Prabowo,,,al prabowo,1
3414,6557,"Pak Prabowo hebat, tapi cemeng.Begitu kalah langsung bertekuk lutut cari perlindungan.",AHMAD AKMAL,Prabowo,,,prabowo hebat cemengbegitu kalah langsung tekuk lutut cari lindung,1
3415,6559,nisssss ...  anisss ...  benahi  saja sumur jakarta,Agung Duta Nuswantara,,,Anies,nis anis benah sumur jakarta,0
3416,6561,Jos gandos pak Anis..semoga Allah memberikan yang terbaik...,Teguh Damenx,,,Anies,jos gandos anies moga allah baik,0
3417,6564,"maaf pk anies gak ada cerita nya pemerintah yg membuka lapangan kerja
sudah puluhan kali kampanye siapa pun dia  cuma janji manis aja yg  bilang begitu  
yang ada itu pemerintah yg memudahkan pihak swasta utk membuka usaha 
siapapun  mereka mau domestik  maupun internasional",Hendra Yacoeb,,,Anies,maaf pakai anies cerita nya perintah buka lapang kerja puluh kali kampanye janji manis bilang perintah mudah swasta buka usaha domestik internasional,0
3418,6565,top anie. Anis for RI 1,ristiana sm,,,Anies,top anie anies for ri,0
3419,6570,Maaf mbak najwa saya kurang paham sama omongan pak ganjar !! Saya ngk nangkap ap visi nya,Syafitri Fitri,,Ganjar,,maaf mbak najwa paham omong ganjar nangkap visi nya,0
3420,6572,"Anies  talk to much, mostly full of theory",Dewi Williams,,,Anies,anies talk much mostly ful of theory,0
3421,6574,"Komentar kalau di amati banyak yg pak anis, tapi kenapa survei kok kalah ia😂😂😂 apa karena survei di bayar",MAYUH NGAJIH,,,Anies,komentar amat anies survei kalah wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata survei bayar,0
3422,6576,Ganjar yg cerdas bisa di terima semua jaeabanya,志嶸 張,,Ganjar,,ganjar cerdas terima jaeabanya,0
3423,6577,Anies for Indonesia,Rizki Alsan,,,Anies,anies for indonesia,0
3424,6578,"Debat capres kog pake power point,menandakan bahwa ganjar tdk punya power dan tdk punya poin😀😀😂",aldi Wijaya,,Ganjar,,debat capres pakai power point tanda ganjar power poin wajah gembira wajah gembira wajah gembira urai air mata,0
3425,6579,"Saya Cinta Pak Prabowo, Tapi Anis juga Boleh, Asal jangan BANTENG. 2024 NO BANTENG 😍",Nuraini,Prabowo,,Anies,cinta prabowo anies banteng no banteng wajah senyum lebar mata hati,0
3426,6580,semoga pak Prabowo the next presiden ri aamiin,playing football,Prabowo,,,moga prabowo the next presiden ri amin,1
3427,6581,"1) Anies tanpa slide pointer karena pointnya sudah ada di kepala
2) Ganjar: slide pointer bagus dilayar tidak ada dalam kepala
3) Prabowo: slide pointer kurang kekinian",Nasrul Anwari,Prabowo,Ganjar,Anies,anies slide pointer point kepala ganjar slide pointer bagus layar kepala prabowo slide pointer kini,0
3428,6583,"dari gagasan yang disampaikan, sangat yakin dengan Pak Anies dan Pak Prabowo, sangat cerdas 2 capres ini. bangga memiliki capres cerdas seperti 2 orang ini.",Guntur Masputra Jr.,Prabowo,,Anies,gagas anies prabowo cerdas capres bangga milik capres cerdas orang,1
3429,6584,Aanies banyak Halu.. Ngomong adil2 terus.. Kerjs ngak becus di jkt,Semangat Sukses,,,Anies,aanies halu omong adil kerjs becus jakarta,0
3430,6587,Kalo pimgin punya presiden yg tegas lugas ya pak prabowo orangnya. Kalo pingin adanya perubahan pak anies orangnya. Kalo ingin pemimpin perbaikan dari  yg ada pak ganjar orangnya.,Achmad Solihin,Prabowo,Ganjar,Anies,kalo pimgin presiden lugas ya prabowo orang kalo pengin ubah anies orang kalo pimpin baik ganjar orang,1
3431,6588,Ganjar pertanyaan apa dijawab nya apa,Annisa Bulqiska ababil 06,,Ganjar,,ganjar nya,0
3432,6592,KITA MASIH INGAT PAK GANJAR!!! ANDA ADALAH SALAH SATU AKTOR YG MENGGAGALKAN PIALA DUNIA U20!!!!,Fun Fishing Time,,Ganjar,,ganjar salah aktor gagal piala dunia u,0
3433,6595,"Masyaallah pak Anies .. luar biasa, semoga allah izinkan memipin Indonesia... Amiin..",Burhan Zahid,,,Anies,masyaallah anies moga allah izin memipin indonesia amin,0
3434,6596,Ganjar pranowo next presiden,Jati Belansari,,Ganjar,,ganjar ganjar next presiden,0
3435,6597,Anies pinter banget ngomongnya..dia tuh pernah dikasih kesempatan untuk menjabat gubernur Jakarta.. hasilnya apa? Jakarta seperti skrg ini juga karena hasil dari plannya Ahok...Anies tidak ada prestasinya...jadi omongan dia hanya mimpi mimpi indah dan nanti kakay jadi presidrn semua jg akan terus mkmoi indah jarena dia tidak mampu dan mempunyai kepandaian untuk menjadikan mimpi itu jadi kenyataan,Liliek Soemarlono,,,Anies,anies pintar banget omong tuh kasih sempat jabat gubernur jakarta hasil jakarta hasil plan ahok anies prestasi omong mimpi mimpi indah kakay presidrn mkmoi indah jarena pandai jadi mimpi nyata,0
3436,6598,"Anies tulus tapi masih berbayang sakit hati.
Ganjar paling berpengalaman berbirokrasi.
Prabowo paling ikhlas dan nasionalis, tapi pragmatis.",herihehe,Prabowo,Ganjar,Anies,anies tulus bayang sakit hati ganjar alam birokrasi prabowo ikhlas nasionalis pragmatis,1
3437,6599,"Dari omongan jelas Anies sungguh manies merangkai kata, tapi dari gagasan, saya sangat suka sekali gagasan pak prabowo subianto untuk membawa indonesia maju kedepannya. Ganjar mah ogah ah sorry ya selain kelihatan omongannya baperan, dia juga suka nyinggung nyinggung orang wkwkwk",Simple Music,Prabowo,Ganjar,Anies,omong anies sungguh manies rangkai gagas suka gagas prabowo prabowo bawa indonesia maju depan ganjar mah ogah ah sorry ya omong baperan suka nyinggung nyinggung orang wkwkwk,1
3438,6600,Antar Anies atau Prabowo.. Skip Banteng,Wildan R Akbar,Prabowo,,Anies,anies prabowo skip banteng,1
3439,6603,Like ❤ prabowo 2024,opick chocolatos,Prabowo,,,like prabowo,1
3440,6604,PRABOWO majuui❤❤,Rama,Prabowo,,,prabowo majuui,1
3441,6605,"Apapun acaranya,ganjar pranowo presidennya 2024.",tutang tutang,,Ganjar,,apa acara ganjar ganjar presiden,0
3442,6606,"Bapak Prabowo layak menjadi Presiden. Tapi bisa kalah dgn bpk capres yg lain jika bapak Prabowo tdk tepat di hati rakyat cawapres yg bpk pilih atw yg diusung partai pendukung. Cawapres bpk yg kena di hati Rakyat adalah bpk Ahok atw Mas Gibran,",Sostenes Sukoco,Prabowo,,,prabowo layak presiden kalah bpk capres prabowo hati rakyat cawapres bpk pilih usung partai dukung cawapres bpk kena hati rakyat bpk ahok mas gibran,1
3443,6607,"Jangan terkecoh dengan  politisi yang pintar merangkai kata seperti anies, dan itupun hanya pernyataan normatif.  Praktiknya dalam politik bisa berbeda dgn yg dikatakan,  apalagi ia bukan pemimpin partai dan anggota alias hanya anak pungut partai Nasdem yg modalin",Sofi Muta'aliyah. RJ,,,Anies,kecoh politis pintar rangkai anies itu nyata normatif praktik politik beda pimpin partai anggota alias anak pungut partai nasdem modalin,0
3444,6609,Insya ALLAH pak Anis 2024❤ 🤲,ardi edi,,,Anies,insya allah anies tangan angkat dan rapat sama,0
3445,6611,"Disini saya memperhatikan jawaban yang disampaikan spesifik nya oleh Bp. Prabowo, bahwa beliau menggunakan cara yang sama dalam menyusun strategi berdasarkan pengalamannya di medan perang dari cara penyampaian, pemberian jawaban, jika diperhatikan hanya beliau yang terlihat berbeda dan dilihat kurang sistematis. Tp jika ditelaah lebih jauh, ""Strategi tetaplah strategi"" banyak maksud yang besar didalamnya, yang pastinya sudah beliau rancang sedemikian baiknya untuk bangsa dan negara ini. Semoga siapapun yang akan memimpin dapat membawa kebaikan untuk kita semua aamiin❤",Dea Arum Noviyanti,Prabowo,,,perhati spesifik nya bp prabowo beliau susun strategi dasar alam medan perang sampai beri perhati beliau beda sistematis telaah strategi tetap strategi maksud dalam pasti beliau rancang baik bangsa negara moga pimpin bawa baik amin,1
3446,6618,"Terkaget kaget liat anis baswedan menjawab setiap pertanyaan yg dilemparkan, benar² sosok yang cerdas...",video tiktok bagus,,,Anies,kaget kaget lihat anies anies lempar benar sosok cerdas,0
3447,6621,Barakallah pak anis🥰,Auliya zulfa,,,Anies,barakallah anies wajah senyum dengan hati,0
3448,6623,"antara anies dan prabowo sih, kalau banteng BIG NO",Susanti Mutia Ulfa,Prabowo,,Anies,anies prabowo sih banteng big no,1
3449,6624,"Seperti biasa ya pak anis dg lembe lamisnya, ganjar dg pengalamannya prabowo dg ikhlasnya❤",Musicjoy,Prabowo,Ganjar,Anies,ya anies lembe lam ganjar alam prabowo ikhlas,1
3450,6626,"Ayolahh Jam terbang Prabowo sudah banyak bukti, bukan cuma kata kata semata",Agis Firdaus,Prabowo,,,ayo jam terbang prabowo bukti,1
3451,6629,setelah melihat prabowo di mata najwa ini .. ternyata anies gak begitu retoris dan omong kosong .. si opa makin parah ...bener2 gak punya solusi konkret hanya menjawab secara retoris dan teori .. detail yang pengen dilakukan bener2 gak nemu .. mungkin saya yg bodoh dan kurang nyimak,yusup agung,Prabowo,,Anies,prabowo mata najwa anies retoris omong kosong sih opa parah benarbenar solusi konkret retoris teori detail pengin benarbenar nemu bodoh simak,1
3452,6631,"mau mas anies mau pak prabowo gpp, yang penting JANGAN (Jangan Ganjar)",Bouraq Channel,Prabowo,Ganjar,Anies,mas anies prabowo gp ganjar,1
3453,6633,"Turunan Yaman layak menjadi Presiden di Negeri leluhurnya Yaman, kami Pribumi asli pilih Ganjar",dedy bhato,,Ganjar,,turun yaman layak presiden negeri leluhur yaman pribumi asli pilih ganjar,0
3454,6634,Saat sesi Ganjar Serasa kuliah. Sangat membosankan. Dan sbg mahasiswa fakultas keguruan cara mengajar Ganjar tidak dianjurkan Krn spt text book anak² akan bosan,BALADO,,Ganjar,,sesi ganjar serasa kuliah bosan mahasiswa fakultas guru ajar ganjar anjur text book anak bosan,0
3455,6635,"inilah prabowo,Dr dulu sllu bgni,di Tanya apa di jawab apa...ga nyambung.suara saja yg lantang,tp ga ada kinerja yg dpt di banggakan.ttp GANJAR PRANOWO PRESIDEN INDONESIA 🇮🇩 2024",iluhtangkas,Prabowo,Ganjar,,prabowo menyambungsuara lantang kerja banggakantetap ganjar ganjar presiden indonesia bendera indonesia,1
3456,6636,"kalo urusan bicara atau teori, saya yakin pak anies lah pemenang dan jagonya.
tapi klo masalah di lapangan (kerja) saya yakin pak anies NOL BESAR.",creator pemula,,,Anies,kalo urus bicara teori anies menang jago kalo lapang kerja anies nol,0
3457,6639,Anies dan Prabowo keren banget 🔥,Dizza,Prabowo,,Anies,anies prabowo keren banget api,1
3458,6641,Kalo tahun ini mayoritas pemilih nya anak muda dan berpendidikan. jalan pikirannya rasional Anis yg akan terpilih jadi presiden,Risqo Printing,,,Anies,kalo mayoritas pilih nya anak muda didik jalan pikir rasional anies pilih presiden,0
3459,6642,All in pak prabowo,Adinda Kimala,Prabowo,,,al prabowo,1
3460,6645,Salam hormat pak PRESIDEN ANIES R BASWEDAN....❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,zannatul ma'wa,,,Anies,salam hormat presiden anies r anies,0
3461,6646,Jawaban si ganjar asa teu nyarambung😂,ini warkop,,Ganjar,,sih ganjar asa teu nyarambung wajah gembira urai air mata,0
3462,6648,"Dulu aku panatik sama anis,, tapi sekarang aku makin pas dukung anis. Anis teruskan perjuangan mu.
Siap dukung anis100/ sen",Nur Hayati,,,Anies,panatik anies pas dukung anies anies terus juang mu dukung anis sen,0
3463,6649,Pak prabowo paling realistis programnya,Masjoko Anderson,Prabowo,,,prabowo realistis program,1
3464,6650,Bolak balik dengerin Anies ngomong nih,Hilman Zul,,,Anies,bolak dengar anies omong nih,0
3465,6651,All in pa anis💙💙,Rudi Ansyah,,,Anies,al anies hati biru hati biru,0
3466,6653,"Yg membuat mata ini berlinang mendengar kalimat terakhir bapak prabowo subianto "" sebelum saya wafat"",aku melihat ke ikhlasan beliau",Hary  Official,Prabowo,,,mata linang dengar kalimat prabowo prabowo wafat ikhlas beliau,1
3467,6654,Kata2 reflexi prabowo menit 6.21.30 tolong buzzer dengarkan dulu. Paling tulus dan mengena,albert yusdi putra,Prabowo,,,katakata reflexi prabowo menit tolong buzzer dengar tulus kena,1
3468,6656,PRABOWO ❤,Neifha,Prabowo,,,prabowo,1
3469,6658,"saya melihat dan menonton bicara gagasan bacapres Indonesia 2024, dari awal ialah semua bacapres menginginkan persatuan. Dan membuat saya sangat terharu adalah kata-kata penutup LetJend. Purn. Prabowo Subianto mengajak anak muda Indonesia sama-sama berjuang untuk bisa mewujudkan BERDIKARI. Itulah mengapa Pancasila sebagai dasar negara Republik Indonesia. Bebaskan Indonesia dari Perbudakan Asing.",PapahSheva,Prabowo,,,tonton bicara gagas bacapres indonesia bacapres satu haru katakata tutup letjend purn prabowo prabowo ajak anak muda indonesia juang wujud berdikari pancasila dasar negara republik indonesia bebas indonesia budak asing,1
3470,6659,prabowo berpengalaman didalam negri dan diluar negri,Yudha,Prabowo,,,prabowo alam dalam negeri luar negeri,1
3471,6661,All in prabowo🎉,Indra Widianto,Prabowo,,,al prabowo party popper,1
3472,6662,Keren pak Anies,Dandun Rahadi,,,Anies,keren anies,0
3473,6665,"Terharu bgt sama closing statement pak Prabowo. Sehat terus Pak, Semoga Cita-cita Bapak untuk melihat indonesia mjd Negara terhormat dan bermartabat terwujud!🥰💪🏻",BAYAN Hai Project,Prabowo,,,haru banget closing statement prabowo sehat moga citacita indonesia mjd negara hormat martabat wujud wajah senyum dengan hati lengan otot warna kulit cerah,1
3474,6666,Ganjar paling siap,Revoo Komarudin 01,,Ganjar,,ganjar,0
3475,6667,Ganjar cocok jadi presiden lawak indonesia😅,Aman Sentosa,,Ganjar,,ganjar cocok presiden lawak indonesia wajah senyum lebar dan keringat,0
3476,6669,"Seneng bgt ama pak prabowo, bikin ngakak😂",Damar Andaru,Prabowo,,,senang banget prabowo bikin akak wajah gembira urai air mata,1
3477,6671,All in PRABOWO SUBIANTO!!!,Zayn Achmad,Prabowo,,,al prabowo prabowo,1
3478,6672,Prabowo presiden 2024 ❤❤❤,Joytea Green,Prabowo,,,prabowo presiden,1
3479,6673,Ganjar RI1,Denik Arthawan,,Ganjar,,ganjar ri,0
3480,6674,"Narasi mbak nana ketika menyuruh pak Prabowo berkaca(refleksi) kurang enak di dengar, (kapan lagi ngerjain menhan ya kan)?? Itu yg membuat pak prabowo nggak mau refleksi.",Muslimin,Prabowo,,,narasi mbak nana suruh prabowo kaca refleksi enak dengar ngerjain menhan ya prabowo refleksi,1
3481,6675,"Luar biasa cerdas nya pak Anies Baswedan ini, 👍",Mayang Tauray,,,Anies,cerdas nya anies anies jempol ke atas,0
3482,6679,fix prabowo RI 1,widhistira sakurada,Prabowo,,,fix prabowo ri,1
3483,6680,pak anies memang hebat merangkai kata,Arion Sihombing,,,Anies,anies hebat rangkai,0
3484,6681,"Anies presiden, prabowo menhan, ganjar😅",Julax official,Prabowo,Ganjar,Anies,anies presiden prabowo menhan ganjar wajah senyum lebar dan keringat,1
3485,6682,Aniss lahh,Frendly Julani,,,Anies,anis,0
3486,6683,"Anies setiap dalam menjelas dari pertanyaan, selalu memanjang kalimat nya , tpi tidak nyambung.. Ok, tau, yng mana yng akan gw pilih",LOS DOL,,,Anies,anies jelas panjang kalimat nya sambung ok tau gue pilih,0
3487,6684,3:42:14 Blunder fatal Ganjar merendahkan profesi MC dan Jurnalis,Abu Ayla,,Ganjar,,blunder fatal ganjar rendah profesi mc jurnalis,0
3488,6686,"HMMM bingung. Ganjar bonekanya PDIP, udah trust issues bgt sm ni partai satu. Anies kebanyakan Narasi, gaakan terealisasi kayak jakarta kmrn :)) Prabowo.... menurut kalian gimana manteman?",Athela Skin,Prabowo,Ganjar,Anies,hm bingung ganjar boneka pdip trust issues banget nih partai anies banyak narasi gaakan realisasi kayak jakarta kemarin prabowo manteman,0
3489,6687,"intinya kalau ngga prabowo ya ani udah. cape sama PDIP, partai yang beberapa tahun citranya buruk, banyak oknum koruptor tapi masih banyak yang dukung, itu anda dijanjiin apa sama PDIP? jabatan, proyek, atau sekedar uang?",Para Warehouse,Prabowo,,,inti prabowo ya ani capek pdip partai citra buruk oknum koruptor dukung dijanjiin pdip jabat proyek dar uang,0
3490,6688,Klu Ganjar Pranowo jawabannya lebih ke curhatan pengalaman nya bukan ke masa depan bangsa,Mul Yadi,,Ganjar,,ganjar ganjar jawab curhatan alam nya bangsa,0
3491,6689,Wow anies baswedan🎉🎉🎉🎉,Golongan Selamat,,,Anies,wow anies anies party popper party popper party popper party popper,0
3492,6691,prabowo the best,Nextlirik,Prabowo,,,prabowo the best,1
3493,6694,Ya Allah... nangis denger pak anies jawab pertanyaan mahasiswi yg pertama. Benar2 tercerahkan.,Mulya Elha,,,Anies,ya allah menang dengar anies mahasiswi benarbenar cerah,0
3494,6695,"Skor akhir
1.Masbro 9 selalu by data yg kompeten, cerdas, brilian, menguasai masalah dan berani
2.Om Bowie 7 standar
3.Panji 6 sebaiknya roasting semua bacapres bukan org lain,jd kami tau kelemahan, kekurangan mereka
4.anis 5,5 selalu ambil data dr awang2,ngalor ngidul janji manis spt pilkada dki, kenyataannya dp O ... wkwkwk",Bongkar Man,,,Anies,skor masbro by data kompeten cerdas brilian kuasa berani om bowie standar panji roasting bacapres orang tau lemah kurang anies ambil data awang ngalor ngidul janji manis pilkada dki nyata dp o wkwkwk,0
3495,6696,Liatlah tidk ada muka plastik di dalam diri pak prabowo😊,Faisal Adi Nugroho,Prabowo,,,lihat tidk muka plastik prabowo wajah senyum dengan mata bahagia,1
3496,6697,Pak ganjar is the best performance....detail dan terarah...,Mellian Property,,Ganjar,,ganjar is the best performance detail arah,0
3497,6699,Ganjar keren,Usni Pabunga,,Ganjar,,ganjar keren,0
3498,6701,"@vapelife6584  klo gk mau debat gk usah komen, ngambek langsung blokir...   Maju terus ganjar p",Ardhi Nanto,,Ganjar,,vapelife kalo debat komen ambek langsung blokir maju ganjar p,0
3499,6705,Merinding mendengar Refleksi Pk Prabowo,JALINGER,Prabowo,,,merinding dengar refleksi pakai prabowo,1
3500,6706,"anis: janji di Jakarta aja amburadul
ganjar: jawa tengah msh tertinggal
prabowo: jd menteri dibawah pimpinan lawan politik


semua bulshit...janji2 tok",akun 21,Prabowo,Ganjar,Anies,anies janji jakarta amburadul ganjar jawa tinggal prabowo menteri bawah pimpin lawan politik bulshit janji tok,0
3501,6707,"Sebagai rakyat biasa, saya kagum dengan gagasan² Pak Anis. Namun,  Pak Prabowo terlihat lebih tulus meski cenderung akan melanjutkan gagasan di pemerintahan sebelumnya.
Wah ..  sepertinya cukup sulit untuk memilih di antara keduanya.😢",Белка Евва,Prabowo,,Anies,rakyat kagum gagas anies prabowo tulus cenderung lanjut gagas perintah sulit pilih wajah menang,1
3502,6714,"Anis kebijakan tidak akan di hentikan tapi di tambahkan
Nyatanya normalisasi mbog hentike,padahal gub sebelumnya menggagas itu. Nggak cuma ahok ya, sebelum nya juga sama, cuma sampean doang yg ganti",komet con,,,Anies,anies bijak henti tambah normalisasi mbog hentike gub gagas ahok ya nya sampean doang ganti,0
3503,6718,Pak Anies alumni UGM,Syarif Eka,,,Anies,anies alumni ugm,0
3504,6719,"Saya dukung prabowo, jiwanya nasionalis, gak seperti anies yang Khilafah atau ganjar yang Komunis.❤",Raiden Shogun,Prabowo,Ganjar,Anies,dukung prabowo jiwa nasionalis anies khilafah ganjar komunis,1
3505,6720,Anies terbaik 🎉,Alfi Cyahri,,,Anies,anies baik party popper,0
3506,6723,"Hidup Prabowo....  
Kalah ucapann menang tindakan.. 
Indonesia gak butuh orang pinter ngomong..  
Prabowo yess prabowo yess",Aris Subadar,Prabowo,,,hidup prabowo kalah ucap menang tindak indonesia butuh orang pintar omong prabowo yes prabowo yes,1
3507,6724,"Si tolol akan bilang.. dari dulu anies emang pintar ngomong 

1. Dengan begitu anda sudah menyadari dlam acara ini anies yg jago…nanti bila perlu gk usah ada acara debat capres..sebab bila anies menguasai debat ..si tolol pasti akan kmbali bilang “anies memang jago ngomong”
2. Pejabat publik itu memang perlu dan bahkan wajib mmiliki argumentasi dan pilihan kata yg baik.. bukan plonga plongo cengenges cengenges
3. Terlepas kelebihan dan kekurangan nya.. prestasi pak anies juga banyak selama mmbangun DKI.. bukti nya banyak penghargaan yg beliau dapat",Ifa Faa,,,Anies,sih tolol bilang anies pintar omong sadar acara anies jagonanti acara debat capres anies kuasa debat sih tolol bilang anies jago omong jabat publik wajib mmiliki argumentasi pilih plonga plongo cengenges cengenges lepas lebih kurang nya prestasi anies mmbangun dki bukti nya harga beliau,0
3508,6725,"Maaf, nyatanya saat ini di Jawa yang jumlah peserta didiknya sedikit justru SD. Hal itu terjadi karena angka kelahiran semakin ke sini semakin rendah. Jadi tidak seperti yang dikatakan Pak Anis, tidak seperti piramida.
Tentang kesejahteraan petani bukan hanya karena ada mafia pada proses perniagaan hasil tani. Tapi karena jumlah panen per luas lahan di indonesia tergolog kecil jika dibandingkan dengan negara tetangga. Selain itu untuk operasional bertani, petani tidak puya akses perbankan jadi pake bantuan tengkulak. Sepertinya pak Anis tidak begitu menguasai data.",Averoes Avicena,,,Anies,maaf jawa serta didik sd angka lahir rendah anies piramida sejahtera tani mafia proses niaga hasil tani panen luas lahan indonesia tergolog banding negara tetangga operasional tan tani puya akses perban pakai bantu tengkulak anies kuasa data,0
3509,6726,"Keren pak prabowo diawal speech langsung bicara, 10 menit tidak cukup untuk memaparkan gagasan untuk Indonesia Raya. That's the point.",istiyah sihsusiwi,Prabowo,,,keren prabowo awal speech langsung bicara menit papar gagas indonesia raya thatsi the point,1
3510,6727,ANIES BASWEDAN is THE BEST for NEXT PRESIDENT of INDONESIA ♥,AMessi Studio,,,Anies,anies anies is the best for next president of indonesia,0
3511,6731,"Prabowo, you are the best asset for the nation. May Allah make you president of this great country, aamiin",Perencanaan PHU Jatim,Prabowo,,,prabowo you are the best asset for the nation allah pakai you president of this great country amin,1
3512,6732,Ganjar lebih komunikatif dan menjelaskan secara konkret dan konfrehensif,Adi Ckp,,Ganjar,,ganjar komunikatif konkret konfrehensif,0
3513,6733,"Anies cuma bilang akan dan mau, penerapan dan pelaksanaannya yg masih tanda tanya besar, Ganjar jelas dan lugas dalam menjelaskan suatu persoalan, serta menjelaskan solusi ke depannya, prabowo ky orang gak siap ikut ujian.",Putra Banua,Prabowo,Ganjar,Anies,anies bilang terap laksana tanda ganjar lugas solusi depan prabowo kaya orang uji,1
3514,6734,Ganjar presiden ku untuk sulawesi selatan untuk rakyat untuk bangsa indonesia maju sdm unggul merdeka,Pandu Priyo,,Ganjar,,ganjar presiden ku sulawesi selatan rakyat bangsa indonesia maju sdm unggul merdeka,0
3515,6736,"Ada 4 bacapres 
1.anis baswedan
2.ganjar pranowo
3.prabowo subianto
4.najwa swihab",LUWU ART WORKING,Prabowo,Ganjar,Anies,bacapres anies anies ganjar ganjar prabowo prabowo najwa swihab,1
3516,6737,"Ko...denger Aneis bicara spt Lupa sama apa yg sudah dilakukan di Jakarta ya, Janji2 nya Rumah Dp 0 % gmna Pak Anies?, Reklamasi Pantai itu gmna Pak...?Banjir di Jakarta gmna Pak?, Macet di Jakarta bagaimana Pak?......Pelayanan Publik gmna Pak?pada kenyataannya....tidak ada perbaikan pak, malah terjadi kemunduran...tuh.",Ichwan Black,,,Anies,dengar aneis bicara lupa jakarta ya janji nya rumah dp anies reklamasi pantai banjir jakarta macet jakarta layan publik nyata baik mundur tuh,0
3517,6738,Lucu banget pak prabowo 😆,vega syifa,Prabowo,,,lucu banget prabowo wajah senyum lebar dan mejam mata,1
3518,6741,Prabowo yes,Ayi Ramdani,Prabowo,,,prabowo yes,1
3519,6743,"Anies dan Ganjar sebenarnya sama2 pinter ngomong. Bedanya Anies lebih terstruktur dan Ganjar lebih random, tak dapat diprediksi. Lagi ngomongin tenaga kerja kok tiba2 nyinggung profesinya mbak Nana.😅",Faris W,,Ganjar,Anies,anies ganjar pintar omong beda anies struktur ganjar random prediksi omong tenaga kerja nyinggung profesi mbak nana wajah senyum lebar dan keringat,0
3520,6744,Wuih Pak.Anis Cerdas Luar....biasa Penjelasannya Gambalang Semoga Allah Ridhoi dah' 🤲🤲🤲.......Beliau jdi Pemimpin.,Sohipah Ipah,,,Anies,wuih pakanies cerdas jelas gambalang moga allah ridhoi deh tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama beliau pimpin,0
3521,6745,"Saya melihat refleksi dari pak prabowo itu murni dari hati nurani beliau merinding, mindset orang jelas pro kontra karena beliau tidak mau menatap kaca, tapi dari kacamata saya itulah pemimpin yang tidak mau di setir oleh siapapun, serta karena menjunjung nilai” kearifan budi luhur, karena menyuruh orang berkaca itu kalau orang dulu bilang tidak elok, INGAT KATA GUSDUR: PRABOWO ITU ORANG PALING IKHLAS UNTUK BANGSA INI",MAMPOS HAHAHA,Prabowo,,,refleksi prabowo murni hati nurani beliau merinding mindset orang pro kontra beliau tatap kaca kacamata pimpin setir junjung nilai arif budi luhur suruh orang kaca orang bilang elok gusdur prabowo orang ikhlas bangsa,1
3522,6746,mantabbb menuju RI 1 pk GANJAR PRANOWO❤,sumi mee08,,Ganjar,,mantab ri pakai ganjar ganjar,0
3523,6748,Saya setuju sama mas ganjar soal apa salahnya kalau nonton bokep.,Rangga Nantongga,,Ganjar,,tuju mas ganjar salah tonton bokep,0
3524,6749,"Anies ini bagus, hanya nggak ada bukti.
Susah juga ngurus indonesia kalau hanya jago omong.",Timur Secret,,,Anies,anies bagus bukti susah urus indonesia jago omong,0
